Record Date,Parent ID,Classification ID,Classification Description,October Receipts and Outlays Amount,November Receipts and Outlays Amount,December Receipts and Outlays Amount,January Receipts and Outlays Amount,February Receipts and Outlays Amount,March Receipts and Outlays Amount,April Receipts and Outlays Amount,May Receipts and Outlays Amount,June Receipts and Outlays Amount,July Receipts and Outlays Amount,August Receipts and Outlays Amount,September Receipts and Outlays Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-04-30,36783243,36783250,Family Housing,75703577.39,98130629.31,77055556.19,99431221.96,64078156.42,93227710.88,110151934.66,null,null,null,null,null,617778786.81,622614580.69,7,33,33,380,D,B,3,2.5.7,2019,3,2019,2,04,30
2019-04-30,36783311,36783315,Other,null,null,null,null,null,55235000.00,null,null,null,null,null,null,55235000.00,58118000.00,7,91,93,924,D,P,4,2.29.2.2,2019,3,2019,2,04,30
2019-04-30,36783218,36783221,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,4,4,50,S,RSG,2,1.3,2019,3,2019,2,04,30
2019-04-30,36783235,36783273,Department of Transportation:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,56,56,740,S,C,2,2.15,2019,3,2019,2,04,30
2019-04-30,36783235,36783299,Social Security Administration:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,80,80,860,S,C,2,2.28,2019,3,2019,2,04,30
2019-04-30,36783218,36783220,Corporation Income Taxes,8000142465.85,-1645941749.48,46754897494.12,6753689245.52,-668533987.60,8793102868.85,44688144826.34,null,null,null,null,null,112675501163.60,120774885163.76,7,3,3,30,D,RSG,2,1.2,2019,3,2019,2,04,30
2019-04-30,36783221,36783222,Employment and General Retirement,83254815177.60,89824412506.36,93927705296.15,111768907335.12,92335192074.41,101790639110.88,124911712014.95,null,null,null,null,null,697813383515.47,662912934367.98,7,5,5,70,D,RSG,3,1.3.1,2019,3,2019,2,04,30
2019-04-30,36783221,36783223,Unemployment Insurance,2941017881.82,2650385421.33,291882858.79,3038251493.99,2420903319.82,274594267.10,9838895613.20,null,null,null,null,null,21455930856.05,24166358638.11,7,6,6,80,D,RSG,3,1.3.2,2019,3,2019,2,04,30
2019-04-30,36783221,36783224,Other Retirement,357080965.32,445979453.59,423639732.13,256477357.02,469187382.50,359192748.16,378457059.22,null,null,null,null,null,2690014697.94,2525762367.70,7,7,7,90,D,RSG,3,1.3.3,2019,3,2019,2,04,30
2019-04-30,36783229,36783230,(On-Budget),190914526878.81,139336128574.30,242999114406.22,253836933629.29,95390469326.81,149414306636.54,439735530375.59,null,null,null,null,null,1511627009827.56,null,7,13,13,150,T,SL,3,1.8.1,2019,3,2019,2,04,30
2019-04-30,36783229,36783231,(Off-Budget),61777000000.00,66625000000.00,69584923852.11,86143000000.00,71875000000.00,79396923852.42,95809000000.00,null,null,null,null,null,531210847704.53,null,7,14,14,160,T,SL,3,1.8.2,2019,3,2019,2,04,30
2019-04-30,36783218,36783232,Total--Receipts Prior Year,235340650775.70,208374392918.47,325796890249.97,361037590786.62,155622717049.89,210832369513.95,510446668270.94,null,null,null,null,null,null,2007451279565.54,7,15,15,170,T,SLI,2,1.9,2019,3,2019,2,04,30
2019-04-30,36783232,36783233,(On-Budget),175307650775.70,143890392918.47,263995440403.22,278534590786.62,87177717049.89,135368680318.67,418982668270.94,null,null,null,null,null,null,1503257140523.51,7,16,16,180,T,SLI,3,1.9.1,2019,3,2019,2,04,30
2019-04-30,36783232,36783234,(Off-Budget),60033000000.00,64484000000.00,61801449846.75,82503000000.00,68445000000.00,75463689195.28,91464000000.00,null,null,null,null,null,null,504194139042.03,7,17,17,190,T,SLI,3,1.9.2,2019,3,2019,2,04,30
2019-04-30,36783235,36783236,Legislative Branch,444328793.79,372323679.72,460989486.26,418904514.59,370765424.50,354957955.43,420345213.98,null,null,null,null,null,2842615068.27,2721645611.19,7,19,19,210,D,C,2,2.1,2019,3,2019,2,04,30
2019-04-30,36783235,36783237,Judicial Branch,671968343.68,777380102.17,628095692.55,512237531.45,745320407.86,604847819.51,619538784.00,null,null,null,null,null,4559388681.22,4446550656.15,7,20,20,220,D,C,2,2.2,2019,3,2019,2,04,30
2019-04-30,36783235,36783238,Department of Agriculture:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,21,21,280,S,C,2,2.3,2019,3,2019,2,04,30
2019-04-30,36783238,36783239,Commodity Credit Corporation,5409984960.08,3697482778.51,5929573175.96,1015959265.75,2174879757.75,142546148.24,-229908190.04,null,null,null,null,null,18140517896.25,13068692006.02,7,22,22,290,D,P,3,2.3.1,2019,3,2019,2,04,30
2019-04-30,36783273,36783274,Highway Trust Fund,3967018187.30,3833452412.81,3060454041.92,2624970865.06,2652963290.82,2520585644.44,2624403996.42,null,null,null,null,null,21283848438.77,20891245166.69,7,57,57,750,D,P,3,2.15.1,2019,3,2019,2,04,30
2019-04-30,36783273,36783275,Other,2433229012.25,2633029240.70,3292538235.83,1752471779.99,3902001353.42,2290948430.99,2467019902.58,null,null,null,null,null,18771237955.76,18337021644.61,7,58,58,760,D,P,3,2.15.2,2019,3,2019,2,04,30
2019-04-30,36783235,36783276,Department of the Treasury:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,59,59,770,S,C,2,2.16,2019,3,2019,2,04,30
2019-04-30,36783276,36783278,Interest on Treasury Debt Securities (Gross),31647532106.45,35371318649.95,97202544981.57,27810825237.43,28716710992.06,38938312951.37,46552489671.20,null,null,null,null,null,306239734590.03,282463110319.19,7,60,60,780,D,P,3,2.16.1,2019,3,2019,2,04,30
2019-04-30,36783276,36783279,Other,6097036752.10,6790695591.43,257774657.42,5229146773.04,55820099845.84,24442737831.35,13194847902.51,null,null,null,null,null,111832339353.69,113562361248.71,7,61,61,790,D,P,3,2.16.2,2019,3,2019,2,04,30
2019-04-30,36783235,36783280,Department of Veterans Affairs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,62,62,793,S,C,2,2.17,2019,3,2019,2,04,30
2019-04-30,36783299,36783302,Other,4706580709.68,9113363131.56,4854650821.07,283103996.30,4814724854.49,4631534331.13,4867213927.00,null,null,null,null,null,33271171771.23,28553250513.76,7,83,83,905,D,P,3,2.28.3,2019,3,2019,2,04,30
2019-04-30,36783235,36783303,Independent Agencies:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,84,84,909,S,C,2,2.29,2019,3,2019,2,04,30
2019-04-30,36783304,36783308,Deposit Insurance Fund,-47662976.98,-90327626.19,-2608761930.04,60162414.07,-251630428.94,-1453150169.52,-703319719.06,null,null,null,null,null,-5094690436.66,-8724801547.62,7,85,86,913,D,P,4,2.29.1.1,2019,3,2019,2,04,30
2019-04-30,36783304,36783309,FSLIC Resolution Fund,-1645728.90,-1545534.79,-1712110.60,-1705063.39,-1546535.12,-1639814.12,-1842089.29,null,null,null,null,null,-11636876.21,-6213035.08,7,86,87,914,D,P,4,2.29.1.2,2019,3,2019,2,04,30
2019-04-30,36783303,36783311,Postal Service:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,87,89,918,S,A,3,2.29.2,2019,3,2019,2,04,30
2019-04-30,null,36783218,Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1,1,10,S,SL,1,1,2019,3,2019,2,04,30
2019-04-30,36783311,36783312,Off-Budget:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,88,90,920,S,P,4,2.29.2.1,2019,3,2019,2,04,30
2019-04-30,36783303,36783317,Other,3046907032.89,4422851243.39,2608574277.52,3613646147.01,2323682313.62,2205038727.64,2814112336.10,null,null,null,null,null,21034812078.17,18503339686.75,7,93,95,940,D,A,3,2.29.4,2019,3,2019,2,04,30
2019-04-30,36783235,36783318,Undistributed Offsetting Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,94,96,950,S,SL,2,2.30,2019,3,2019,2,04,30
2019-04-30,36783318,36783319,"Employer Share, Employee Retirement",-21628824507.12,-6389445619.27,-6224185226.79,-5632301691.45,-6113757058.77,-6382989506.92,-6131325861.72,null,null,null,null,null,-58502829472.04,-56637810351.46,7,95,97,970,D,UORG,3,2.30.1,2019,3,2019,2,04,30
2019-04-30,36783318,36783320,Interest Received by Trust Funds,1328644018.95,-2538345564.93,-61702140687.93,-129972925.52,-2053996668.78,-1395333131.25,-6213416421.37,null,null,null,null,null,-72704561380.83,-75919990591.90,7,96,98,980,D,UORG,3,2.30.2,2019,3,2019,2,04,30
2019-04-30,36783318,36783321,Rents and Royalties on the Outer Continental Shelf Lands,-1848187273.30,320880883.52,-388928854.02,-448154582.03,-789042665.91,-100010180.68,-712885721.80,null,null,null,null,null,-3966328394.22,-2907807560.54,7,97,99,1000,D,UORG,3,2.30.3,2019,3,2019,2,04,30
2019-04-30,36783318,36783323,Other,-31482.03,-128814.84,null,null,-1155251005.08,null,-1368.35,null,null,null,null,null,-1155412670.30,-48224.12,7,98,100,1010,D,UORG,3,2.30.4,2019,3,2019,2,04,30
2019-04-30,36783235,36783324,Totals This Year:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,99,101,1020,S,SL,2,2.31,2019,3,2019,2,04,30
2019-04-30,36783324,36783325,Total Outlays,353182669423.54,410863725716.94,326123396887.38,331299027442.99,401242744819.00,375756255818.50,375240021465.73,null,null,null,null,null,2573707841574.08,null,7,100,102,1030,T,SL,3,2.31.1,2019,3,2019,2,04,30
2019-04-30,36783280,36783281,Compensation and Pensions,7943151235.89,15280408101.80,8161335735.79,575393007.75,8187533885.88,8610213831.25,8379439415.08,null,null,null,null,null,57137475213.44,45579802435.92,7,63,63,795,D,P,3,2.17.1,2019,3,2019,2,04,30
2019-04-30,36783280,36783282,National Service Life,64759122.67,43963442.29,59458463.86,51912690.20,52310040.76,66790373.97,58487111.13,null,null,null,null,null,397681244.88,434800740.62,7,64,64,796,D,P,3,2.17.2,2019,3,2019,2,04,30
2019-04-30,36783280,36783283,Other,8832013874.08,10253439711.58,7842215172.44,7986807228.46,7915443744.56,4705376322.57,8738160834.75,null,null,null,null,null,56273456888.44,52664851086.46,7,65,65,798,D,P,3,2.17.3,2019,3,2019,2,04,30
2019-04-30,36783235,36783284,Corps of Engineers,641294129.46,771444963.25,263573358.18,592501964.99,607702725.34,552565343.24,546935137.84,null,null,null,null,null,3976017622.30,3291456524.14,7,66,66,800,D,C,2,2.18,2019,3,2019,2,04,30
2019-04-30,36783235,36783285,Other Defense Civil Programs,4747395404.01,9714605053.34,5406180874.07,1746922788.25,5378008129.23,5606254516.92,3600090237.71,null,null,null,null,null,36199457003.53,30818484267.68,7,67,67,805,D,C,2,2.19,2019,3,2019,2,04,30
2019-04-30,36783235,36783286,Environmental Protection Agency,730308182.72,760828754.21,808362206.63,622281816.59,913670819.01,579508686.45,560012154.78,null,null,null,null,null,4974972620.39,4851003377.52,7,68,68,810,D,C,2,2.20,2019,3,2019,2,04,30
2019-04-30,36783235,36783287,Executive Office of the President,32458656.95,44748270.20,32802652.91,8509836.78,48670893.77,27739643.36,36748627.21,null,null,null,null,null,231678581.18,220093303.26,7,69,69,815,D,C,2,2.21,2019,3,2019,2,04,30
2019-04-30,36783235,36783288,General Services Administration,47345447.75,139133285.72,-306842870.34,655856099.23,-939045432.26,-137181330.59,-98184750.45,null,null,null,null,null,-638919550.94,-285013718.09,7,70,70,820,D,C,2,2.22,2019,3,2019,2,04,30
2019-04-30,36783243,36783246,International Reconstruction and Other Assistance,5600000.00,null,null,null,null,null,null,null,null,null,null,null,5600000.00,35300.98,7,29,29,363,D,B,3,2.5.3,2019,3,2019,2,04,30
2019-04-30,36783258,36783260,Federal Hospital Insurance Trust Fund,25733678461.11,34294855019.71,16820730472.67,26611694509.43,26357995484.44,28220818898.41,27502613831.56,null,null,null,null,null,185542386677.33,168749362204.53,7,43,43,500,D,P,4,2.8.2.2,2019,3,2019,2,04,30
2019-04-30,36783258,36783261,Federal Supplementary Medical Insurance Trust Fund,36559178409.66,52186365065.39,17808216914.21,35511291991.75,35445901762.97,36727373782.58,38044675285.55,null,null,null,null,null,252283003212.11,222286618912.44,7,44,44,520,D,P,4,2.8.2.3,2019,3,2019,2,04,30
2019-04-30,36783258,36783262,Other,30668979639.67,28267360429.45,30356999603.80,35695960163.14,30120470384.07,28186836944.32,41807470983.72,null,null,null,null,null,225104078148.17,213238349863.21,7,45,45,530,D,P,4,2.8.2.4,2019,3,2019,2,04,30
2019-04-30,36783218,36783219,Individual Income Taxes,128865813268.53,93370968243.32,150557455072.55,197136284371.87,56661213264.16,97236085459.50,332808753831.16,null,null,null,null,null,1056636573511.09,1050601492825.50,7,2,2,20,D,RSG,2,1.1,2019,3,2019,2,04,30
2019-04-30,36783218,36783228,Miscellaneous Receipts,7053111143.08,6090795060.54,5783271932.23,6530313406.95,4388581184.90,6418339011.04,8318611567.17,null,null,null,null,null,44583023305.91,62543737886.17,7,11,11,130,D,RSG,2,1.7,2019,3,2019,2,04,30
2019-04-30,36783218,36783229,Total--Receipts This Year,252691526878.81,205961128574.30,312584038258.33,339979933629.29,167265469326.81,228811230488.96,535544530375.59,null,null,null,null,null,2042837857532.09,null,7,12,12,140,T,SL,2,1.8,2019,3,2019,2,04,30
2019-04-30,36783238,36783240,Foreign Agricultural Service,339158915.32,85278923.95,108742304.03,22269834.95,281232229.75,148204603.08,164820939.38,null,null,null,null,null,1149707750.46,1039123407.01,7,23,23,310,D,B,3,2.3.2,2019,3,2019,2,04,30
2019-04-30,36783238,36783241,Other,12562450118.31,13320714257.85,9206668085.33,12084075817.05,8856610082.21,10253481014.04,10004883277.76,null,null,null,null,null,76288882652.55,78220266605.84,7,24,24,320,D,P,3,2.3.3,2019,3,2019,2,04,30
2019-04-30,36783235,36783242,Department of Commerce,660455639.04,2109915798.12,1012735923.10,429210108.11,921380828.41,844428906.96,815726472.29,null,null,null,null,null,6793853676.03,4440585908.49,7,25,25,330,D,C,2,2.4,2019,3,2019,2,04,30
2019-04-30,36783235,36783243,Department of Defense--Military Programs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,26,26,340,S,C,2,2.5,2019,3,2019,2,04,30
2019-04-30,36783243,36783244,Military Personnel,26062564453.59,15849154271.19,11051681061.78,7107902992.11,11398918778.54,12853609580.95,10958216759.68,null,null,null,null,null,95282047897.84,86451600161.53,7,27,27,355,D,B,3,2.5.1,2019,3,2019,2,04,30
2019-04-30,36783243,36783245,Operation and Maintenance,20018822154.73,22205817166.43,21541640818.66,21385603471.90,21724443781.66,23142072587.16,22376966782.66,null,null,null,null,null,152395366763.20,143046585651.93,7,28,28,360,D,B,3,2.5.2,2019,3,2019,2,04,30
2019-04-30,36783235,36783266,Department of Housing and Urban Development,3781860493.85,3663717562.07,3954473931.94,3797008267.54,3861059161.75,3445565295.48,3436692170.12,null,null,null,null,null,25940376882.75,25145042803.11,7,49,49,670,D,C,2,2.10,2019,3,2019,2,04,30
2019-04-30,36783235,36783267,Department of the Interior,2130421635.36,477657553.71,1062929395.78,725040405.42,1359086897.83,795655134.82,854487678.17,null,null,null,null,null,7405278701.09,7963040548.06,7,50,50,680,D,C,2,2.11,2019,3,2019,2,04,30
2019-04-30,36783235,36783268,Department of Justice,1611740023.29,3279297366.03,3947426328.87,2460884438.57,3136799345.43,2692457429.45,2702582951.96,null,null,null,null,null,19831187883.60,20605563404.56,7,51,51,690,D,C,2,2.12,2019,3,2019,2,04,30
2019-04-30,36783269,36783270,Unemployment Trust Fund,2414740246.78,2217107926.08,2641825492.19,3642062120.36,3017673426.13,2904697267.31,2846226474.40,null,null,null,null,null,19684332953.25,20205050562.41,7,53,53,710,D,P,3,2.13.1,2019,3,2019,2,04,30
2019-04-30,36783269,36783271,Other,-4582129386.72,1068693890.34,1403976710.05,1341215703.62,1297162361.27,-379203499.85,640415365.63,null,null,null,null,null,790131144.34,3916751926.53,7,54,54,720,D,P,3,2.13.2,2019,3,2019,2,04,30
2019-04-30,36783235,36783272,Department of State,2999516877.57,3268005021.96,2037704344.74,1667845888.29,1411606702.51,2729246140.08,2220872916.36,null,null,null,null,null,16334797891.51,14410612799.38,7,55,55,730,D,C,2,2.14,2019,3,2019,2,04,30
2019-04-30,36783218,36783225,Excise Taxes,14715316764.04,7534600373.74,7178692454.23,6775699426.65,5353380559.26,7841433967.29,7092917811.73,null,null,null,null,null,56492041356.94,48370199044.77,7,8,8,100,D,RSG,2,1.4,2019,3,2019,2,04,30
2019-04-30,36783218,36783226,Estate and Gift Taxes,1953669908.98,1405199187.99,1674627407.00,1092335384.26,1229331552.30,935168844.89,2269595348.13,null,null,null,null,null,10559927633.55,13715549218.64,7,9,9,110,D,RSG,2,1.5,2019,3,2019,2,04,30
2019-04-30,36783218,36783227,Customs Duties,5550559303.59,6284730076.91,5991866011.13,6627975607.91,5076213977.06,5162674211.25,5237442303.69,null,null,null,null,null,39931461491.54,21840360052.91,7,10,10,120,D,RSG,2,1.6,2019,3,2019,2,04,30
2019-04-30,null,36783235,Outlays:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,18,18,200,S,SL,1,2,2019,3,2019,2,04,30
2019-04-30,36783235,36783255,Department of Energy,2918855222.69,1807529078.16,1895334810.76,2565982487.52,2200070943.40,2246212331.82,2456010013.43,null,null,null,null,null,16089994887.78,14549615599.30,7,38,38,430,D,C,2,2.7,2019,3,2019,2,04,30
2019-04-30,36783235,36783256,Department of Health and Human Services:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,39,39,450,S,C,2,2.8,2019,3,2019,2,04,30
2019-04-30,36783256,36783257,National Institutes of Health,2629329231.47,3659911399.07,2745767027.15,2854217162.62,2699513591.84,2835237200.96,3041447399.92,null,null,null,null,null,20465423013.03,18988413580.63,7,40,40,460,D,B,3,2.8.1,2019,3,2019,2,04,30
2019-04-30,36783256,36783258,Centers for Medicare and Medicaid Services:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,41,41,480,S,B,3,2.8.2,2019,3,2019,2,04,30
2019-04-30,36783258,36783259,Grants to States for Medicaid,31891005432.21,30598728159.30,33439774025.15,32883558734.45,34379905122.83,34758357590.20,35588106678.31,null,null,null,null,null,233539435742.45,224981845805.59,7,42,42,490,D,P,4,2.8.2.1,2019,3,2019,2,04,30
2019-04-30,36783235,36783269,Department of Labor:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,52,52,700,S,C,2,2.13,2019,3,2019,2,04,30
2019-04-30,36783235,36783289,International Assistance Programs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,71,71,825,S,C,2,2.23,2019,3,2019,2,04,30
2019-04-30,36783328,36783330,(Off-Budget),-12283973206.82,-15541306923.99,27997358480.52,10939813191.24,-13264751331.83,-5880674707.93,19798497317.76,null,null,null,null,null,11764962818.95,null,7,105,107,1080,T,SL,4,2.31.2.2,2019,3,2019,2,04,30
2019-04-30,36783324,36783331,Total Borrowing from the Public,80897147300.79,200136939123.75,58595102585.02,103015644.09,149613427100.54,-45931775848.92,-12193756136.33,0.00,0.00,0.00,0.00,0.00,431220099768.94,658189514172.49,7,106,108,1086,T,SL,3,2.31.3,2019,3,2019,2,04,30
2019-04-30,36783324,36783332,Total-Outlays Prior Year,298554668742.65,346921830736.06,348989246780.90,311800751994.00,370862100668.29,419576197547.68,296191554603.63,null,null,null,null,null,null,2392896351073.21,7,107,109,1090,T,SLI,3,2.31.4,2019,3,2019,2,04,30
2019-04-30,36783332,36783333,(On-Budget),229104096785.83,270084031802.87,311313562215.59,241614450630.94,291226342751.84,339598949353.74,223976916655.71,null,null,null,null,null,null,1906918350196.52,7,108,110,1100,T,SLI,4,2.31.4.1,2019,3,2019,2,04,30
2019-04-30,36783332,36783334,(Off-Budget),69450571956.82,76837798933.19,37675684565.31,70186301363.06,79635757916.45,79977248193.94,72214637947.92,null,null,null,null,null,null,485978000876.69,7,109,111,1110,T,SLI,4,2.31.4.2,2019,3,2019,2,04,30
2019-04-30,36783324,36783335,Total-Surplus (+) or Deficit (-) Prior Year,-63214017966.95,-138547437817.59,-23192356530.93,49236838792.62,-215239383618.40,-208743828033.73,214255113667.31,null,null,null,null,null,null,-385445071507.67,7,110,112,1130,T,SLI,3,2.31.5,2019,3,2019,2,04,30
2019-04-30,36783335,36783336,(On-Budget),-53796446010.13,-126193638884.40,-47318121812.37,36920140155.68,-204048625701.95,-204230269035.07,195005751615.23,null,null,null,null,null,null,-403661209673.01,7,111,113,1140,T,SLI,4,2.31.5.1,2019,3,2019,2,04,30
2019-04-30,36783335,36783337,(Off-Budget),-9417571956.82,-12353798933.19,24125765281.44,12316698636.94,-11190757916.45,-4513558998.66,19249362052.08,null,null,null,null,null,null,18216138165.34,7,112,114,1150,T,SLI,4,2.31.5.2,2019,3,2019,2,04,30
2019-04-30,36783303,36783316,Tennessee Valley Authority,14409760.31,145506861.78,-57688764.35,-188039960.97,-286993684.21,-318754753.27,2992158.73,null,null,null,null,null,-688568381.98,-699376318.56,7,92,94,930,D,A,3,2.29.3,2019,3,2019,2,04,30
2019-04-30,36783325,36783326,(On-Budget),279121696216.72,328697418792.95,284535831515.79,256095840634.23,316102993487.17,290478657258.15,299229518783.49,null,null,null,null,null,2054261956688.50,null,7,101,103,1040,T,SL,4,2.31.1.1,2019,3,2019,2,04,30
2019-04-30,36783325,36783327,(Off-Budget),74060973206.82,82166306923.99,41587565371.59,75203186808.76,85139751331.83,85277598560.35,76010502682.24,null,null,null,null,null,519445884885.58,null,7,102,104,1050,T,SL,4,2.31.1.2,2019,3,2019,2,04,30
2019-04-30,36783324,36783328,Total-Surplus (+) or Deficit (-),-100491142544.73,-204902597142.64,-13539358629.05,8680906186.30,-233977275492.19,-146945025329.54,160304508909.86,null,null,null,null,null,-530869984041.99,null,7,103,105,1060,T,SL,3,2.31.2,2019,3,2019,2,04,30
2019-04-30,36783328,36783329,(On-Budget),-88207169337.91,-189361290218.65,-41536717109.57,-2258907004.94,-220712524160.36,-141064350621.61,140506011592.10,null,null,null,null,null,-542634946860.94,null,7,104,106,1070,T,SL,4,2.31.2.1,2019,3,2019,2,04,30
2019-03-31,36340481,36340482,Individual Income Taxes,128865813268.53,93370968243.32,150557455072.55,197136284371.87,56661213264.16,97236085459.50,null,null,null,null,null,null,723827819679.93,736274319981.12,7,2,2,20,D,RSG,2,1.1,2019,2,2019,1,03,31
2019-03-31,36340481,36340483,Corporation Income Taxes,8000142465.85,-1645941749.48,46754897494.12,6753689245.52,-668533987.60,8793102868.85,null,null,null,null,null,null,67987356337.26,78607280344.43,7,3,3,30,D,RSG,2,1.2,2019,2,2019,1,03,31
2019-03-31,36340506,36340511,"Research, Development, Test, and Evaluation",7067771287.38,6483427269.70,7609992964.22,7092275583.47,8149930107.45,7583242733.65,null,null,null,null,null,null,43986639945.87,34912751671.37,7,31,31,371,D,B,3,2.5.5,2019,2,2019,1,03,31
2019-03-31,36340536,36340538,Other,2433229012.25,2633029240.70,3292538235.83,1752471779.99,3902001353.42,2290948430.99,null,null,null,null,null,null,16304218053.18,16067065716.42,7,58,58,760,D,P,3,2.15.2,2019,2,2019,1,03,31
2019-03-31,36340539,36340541,Interest on Treasury Debt Securities (Gross),31647532106.45,35371318649.95,97202544981.57,27810825237.43,28716710992.06,38938312951.37,null,null,null,null,null,null,259687244918.83,240522274208.02,7,60,60,780,D,P,3,2.16.1,2019,2,2019,1,03,31
2019-03-31,36340539,36340542,Other,6097036752.10,6790695591.43,257774657.42,5229146773.04,55820099845.84,24442737831.35,null,null,null,null,null,null,98637491451.18,101718397687.79,7,61,61,790,D,P,3,2.16.2,2019,2,2019,1,03,31
2019-03-31,36340543,36340544,Compensation and Pensions,7943151235.89,15280408101.80,8161335735.79,575393007.75,8187533885.88,8610213831.25,null,null,null,null,null,null,48758035798.36,44640179200.70,7,63,63,795,D,P,3,2.17.1,2019,2,2019,1,03,31
2019-03-31,36340543,36340545,National Service Life,64759122.67,43963442.29,59458463.86,51912690.20,52310040.76,66790373.97,null,null,null,null,null,null,339194133.75,361321702.05,7,64,64,796,D,P,3,2.17.2,2019,2,2019,1,03,31
2019-03-31,36340498,36340560,Office of Personnel Management,9160670213.83,8107839908.43,7746365352.19,9378482869.75,8044187235.68,8413592768.90,null,null,null,null,null,null,50851138348.78,48591011091.00,7,78,78,850,D,C,2,2.26,2019,2,2019,1,03,31
2019-03-31,36340498,36340561,Small Business Administration,99882369.46,110885904.15,130875291.65,89729458.09,112244554.65,-639647603.84,null,null,null,null,null,null,-96030025.84,-719032751.56,7,79,79,855,D,C,2,2.27,2019,2,2019,1,03,31
2019-03-31,36340581,36340584,Rents and Royalties on the Outer Continental Shelf Lands,-1848187273.30,320880883.52,-388928854.02,-448154582.03,-789042665.91,-100010180.68,null,null,null,null,null,null,-3253442672.42,-2148229433.20,7,97,99,1000,D,UORG,3,2.30.3,2019,2,2019,1,03,31
2019-03-31,36340588,36340589,(On-Budget),279121696216.72,328697418792.95,284535831515.79,256095840634.23,316102993487.17,290478397582.50,null,null,null,null,null,null,1755032178229.36,null,7,101,103,1040,T,SL,4,2.31.1.1,2019,2,2019,1,03,31
2019-03-31,36340587,36340588,Total Outlays,353182669423.54,410863725716.94,326123396887.38,331299027442.99,401242744819.00,375755996142.85,null,null,null,null,null,null,2198467560432.70,null,7,100,102,1030,T,SL,3,2.31.1,2019,2,2019,1,03,31
2019-03-31,36340581,36340586,Other,-31482.03,-128814.84,null,null,-1155251005.08,null,null,null,null,null,null,null,-1155411301.95,-46997.78,7,98,100,1010,D,UORG,3,2.30.4,2019,2,2019,1,03,31
2019-03-31,36340498,36340587,Totals This Year:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,99,101,1020,S,SL,2,2.31,2019,2,2019,1,03,31
2019-03-31,36340498,36340532,Department of Labor:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,52,52,700,S,C,2,2.13,2019,2,2019,1,03,31
2019-03-31,36340484,36340487,Other Retirement,357080965.32,445979453.59,423639732.13,256477357.02,469187382.50,359192748.16,null,null,null,null,null,null,2311557638.72,2181297053.29,7,7,7,90,D,RSG,3,1.3.3,2019,2,2019,1,03,31
2019-03-31,36340481,36340488,Excise Taxes,14715316764.04,7534600373.74,7178692454.23,6775699426.65,5353380559.26,7841433967.29,null,null,null,null,null,null,49399123545.21,41464797030.64,7,8,8,100,D,RSG,2,1.4,2019,2,2019,1,03,31
2019-03-31,36340481,36340489,Estate and Gift Taxes,1953669908.98,1405199187.99,1674627407.00,1092335384.26,1229331552.30,935168844.89,null,null,null,null,null,null,8290332285.42,11115410213.78,7,9,9,110,D,RSG,2,1.5,2019,2,2019,1,03,31
2019-03-31,36340481,36340490,Customs Duties,5550559303.59,6284730076.91,5991866011.13,6627975607.91,5076213977.06,5162674211.25,null,null,null,null,null,null,34694019187.85,18392373902.72,7,10,10,120,D,RSG,2,1.6,2019,2,2019,1,03,31
2019-03-31,36340481,36340491,Miscellaneous Receipts,7053111143.08,6090795060.54,5783271932.23,6530313406.95,4388581184.90,6418339011.04,null,null,null,null,null,null,36264411738.74,50742922006.46,7,11,11,130,D,RSG,2,1.7,2019,2,2019,1,03,31
2019-03-31,36340481,36340492,Total--Receipts This Year,252691526878.81,205961128574.30,312584038258.33,339979933629.29,167265469326.81,228811230488.96,null,null,null,null,null,null,1507293327156.50,null,7,12,12,140,T,SL,2,1.8,2019,2,2019,1,03,31
