Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2021-02-28,45568180,45568249,Total -- Employment and General Retirement,95323193578.73,940.30,95323192638.43,520863105416.11,3881127570.11,516981977846.00,497658908660.68,91702351.42,497567206309.26,4,30,30,241,T,RSG,3,3.1.5,2021,2,2021,1,02,28
2021-02-28,45568176,45568251,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,31,31,250,S,RSG,2,3.2,2021,2,2021,1,02,28
2021-02-28,45568251,45568253,Deposits by States,2905614010.81,null,2905614010.81,13395807696.88,null,13395807696.88,8912472705.13,null,8912472705.13,4,32,32,251,D,RSG,3,3.2.1,2021,2,2021,1,02,28
2021-02-28,45568251,45568255,Federal Unemployment Taxes,779396396.74,5303991.61,774092405.13,1842534240.92,36144895.77,1806389345.15,1957766939.32,31837038.17,1925929901.15,4,33,33,254,D,RSG,3,3.2.2,2021,2,2021,1,02,28
2021-02-28,45568251,45568257,Railroad Unemployment Taxes,1471914.97,null,1471914.97,17896464.99,null,17896464.99,60750590.85,null,60750590.85,4,34,34,255,D,RSG,3,3.2.3,2021,2,2021,1,02,28
2021-02-28,45568251,45568261,Total -- Unemployment Insurance,3686482322.52,5303991.61,3681178330.91,15256238402.79,36144895.77,15220093507.02,10930990235.30,31837038.17,10899153197.13,4,35,35,269,T,RSG,3,3.2.4,2021,2,2021,1,02,28
2021-02-28,45568264,45568266,Federal Employees' Retirement--Employee Share,431759004.48,null,431759004.48,2316525655.90,null,2316525655.90,2133171297.28,null,2133171297.28,4,37,37,279,D,RSG,3,3.3.1,2021,2,2021,1,02,28
2021-02-28,45568264,45568268,Non-Federal Employees Retirement,1812047.53,null,1812047.53,10673965.93,null,10673965.93,12486483.17,null,12486483.17,4,38,38,284,D,RSG,3,3.3.2,2021,2,2021,1,02,28
2021-02-28,45568264,45568270,Total -- Other Retirement,433571052.01,null,433571052.01,2327199621.83,null,2327199621.83,2145657780.45,null,2145657780.45,4,39,39,285,T,RSG,3,3.3.3,2021,2,2021,1,02,28
2021-02-28,45568176,45568272,Total -- Social Insurance and Retirement Receipts,99443246953.26,5304931.91,99437942021.35,538446543440.73,3917272465.88,534529270974.85,510735556676.43,123539389.59,510612017286.84,4,40,40,286,T,RSG,2,3.4,2021,2,2021,1,02,28
2021-02-28,null,45568274,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,41,41,300,S,RSG,1,4,2021,2,2021,1,02,28
2021-02-28,45568274,45568276,Miscellaneous Excise Taxes,829735541.97,264004112.52,565731429.45,9691921622.46,3079080361.89,6612841260.57,10219487931.55,1154169503.26,9065318428.29,4,42,42,305,D,RSG,2,4.1,2021,2,2021,1,02,28
2021-02-28,45568274,45568278,Airport and Airway Trust Fund,1057849000.00,null,1057849000.00,2234177722.32,5885772.76,2228291949.56,7724734487.99,6641069.16,7718093418.83,4,43,43,308,D,RSG,2,4.2,2021,2,2021,1,02,28
2021-02-28,45568274,45568281,Highway Trust Fund,3284796096.75,30872000.00,3253924096.75,15254178034.72,134183000.00,15119995034.72,16831917245.63,133313000.00,16698604245.63,4,44,44,310,D,RSG,2,4.3,2021,2,2021,1,02,28
2021-02-28,45568274,45568284,Black Lung Disability Trust Fund,26245000.00,null,26245000.00,103625801.00,null,103625801.00,77325600.00,null,77325600.00,4,45,45,313,D,RSG,2,4.4,2021,2,2021,1,02,28
2021-02-28,45568274,45568287,Total -- Excise Taxes,5198625638.72,294876112.52,4903749526.20,27283903180.50,3219149134.65,24064754045.85,34853465265.17,1294123572.42,33559341692.75,4,46,46,314,T,RSG,2,4.5,2021,2,2021,1,02,28
2021-02-28,null,45568290,Estate and Gift Taxes,1280990628.52,129456927.23,1151533701.29,9440580856.88,409872426.62,9030708430.26,8917331470.19,345337927.00,8571993543.19,4,47,47,350,D,RSG,1,5,2021,2,2021,1,02,28
2021-02-28,null,45568293,Customs Duties,6797277782.42,473932198.50,6323345583.92,33581523755.80,3219074076.77,30362449679.03,36397109993.40,2046606725.04,34350503268.36,4,48,48,405,D,RSG,1,6,2021,2,2021,1,02,28
2021-02-28,null,45568296,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,49,49,800,S,RSG,1,7,2021,2,2021,1,02,28
2021-02-28,45568296,45568299,"Deposit of Earnings, Federal Reserve System",4847172672.42,null,4847172672.42,33015656394.55,null,33015656394.55,24940287938.21,null,24940287938.21,4,50,50,805,D,RSG,2,7.1,2021,2,2021,1,02,28
2021-02-28,45568296,45568306,All Other,1232493529.99,780053.19,1231713476.80,8143843586.23,4525543.91,8139318042.32,5850387251.42,3577968.99,5846809282.43,4,52,52,810,D,RSG,2,7.3,2021,2,2021,1,02,28
2021-02-28,45568296,45568309,Total -- Miscellaneous Receipts,6891431730.20,780053.19,6890651677.01,44829244520.11,4525543.91,44824718976.20,34651407900.50,3577968.99,34647829931.51,4,53,53,820,T,RSG,2,7.4,2021,2,2021,1,02,28
2021-02-28,45568156,45568158,Withheld,133303026665.08,null,null,558345641861.33,null,null,599762613808.35,null,null,4,2,2,102,D,SRS,2,1.1,2021,2,2021,1,02,28
2021-02-28,null,45568311,Total -- Receipts,271051590692.17,22737533915.99,248314056776.18,1514398752688.75,78064311559.09,1436334441129.66,1478238422093.40,111488169571.58,1366750252521.82,4,54,54,830,T,SL,1,8,2021,2,2021,1,02,28
2021-02-28,45568311,45568319,Total -- On-Budget,196589590692.17,22737533915.99,173852056776.18,1120344819112.87,74192411559.09,1046152407553.78,1101583625665.49,111488169571.58,990095456093.91,4,55,55,840,T,SL,2,8.1,2021,2,2021,1,02,28
2021-02-28,45568311,45568322,Total -- Off-Budget,74462000000.00,null,74462000000.00,394053933575.88,3871900000.00,390182033575.88,376654796427.91,null,376654796427.91,4,56,56,850,T,SL,2,8.2,2021,2,2021,1,02,28
2021-02-28,null,45568176,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2021,2,2021,1,02,28
2021-02-28,45568184,45568203,Adjustments Attrbutable to Prior Years-SECA,null,null,null,45759791.25,null,45759791.25,-120992948.27,null,-120992948.27,4,13,13,14360,D,SRS,4,3.1.1.4,2021,2,2021,1,02,28
2021-02-28,45568176,45568264,Other Retirement:,null,null,null,null,null,null,null,null,null,4,36,36,270,S,RSG,2,3.3,2021,2,2021,1,02,28
2021-02-28,45568296,45568303,Universal Service Fund,811765527.79,null,811765527.79,3669744539.33,null,3669744539.33,3860732710.87,null,3860732710.87,4,51,51,807,D,RSG,2,7.2,2021,2,2021,1,02,28
2021-01-31,45189711,45189712,Withheld,117936311561.17,null,null,425042615196.25,null,null,477164023118.20,null,null,4,2,2,102,D,SRS,2,1.1,2021,2,2021,1,01,31
2021-01-31,45189711,45189713,Presidential Election Campaign Fund,76821.00,null,null,2186178.00,null,null,2194980.00,null,null,4,3,3,105,D,SRS,2,1.2,2021,2,2021,1,01,31
2021-01-31,45189718,45189720,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2021,2,2021,1,01,31
2021-01-31,45189720,45189722,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2021,2,2021,1,01,31
2021-01-31,45189722,45189724,Federal Insurance Contributions Act Taxes,69160000000.00,null,69160000000.00,260900324700.00,3309850000.00,257590474700.00,247695000000.00,null,247695000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2021,2,2021,1,01,31
2021-01-31,45189722,45189734,Adjustments Attrbutable to Prior Years-SECA,null,null,null,45759791.25,null,45759791.25,-120992948.27,null,-120992948.27,4,13,13,14360,D,SRS,4,3.1.1.4,2021,2,2021,1,01,31
2021-01-31,45189741,45189744,Federal Insurance Contributions Act Taxes,11744000000.00,null,11744000000.00,44303379300.00,562050000.00,43741329300.00,42061000000.00,null,42061000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2021,2,2021,1,01,31
2021-01-31,45189741,45189748,Self-Employment Contributions Act Taxes,1224000000.00,null,1224000000.00,1393000000.00,null,1393000000.00,1359000000.00,null,1359000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2021,2,2021,1,01,31
2021-01-31,45189741,45189756,Adjustments Attributable to Prior Years-FICA,null,null,null,728553841.15,null,728553841.15,370523668.71,null,370523668.71,4,18,18,219,D,SRS,4,3.1.2.3,2021,2,2021,1,01,31
2021-01-31,null,45189711,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2021,2,2021,1,01,31
2021-01-31,45189722,45189737,Total -- Federal Old-Age and Survivors Insurance Trust Fund,76370000000.00,null,76370000000.00,273153837111.78,3309850000.00,269843987111.78,257091601571.40,null,257091601571.40,4,14,14,210,T,RSG,4,3.1.1.5,2021,2,2021,1,01,31
2021-01-31,45189741,45189758,Adjustments Attributable to Prior Years-SECA,null,null,null,13163322.95,null,13163322.95,-42328812.20,null,-42328812.20,4,19,19,14361,D,SRS,4,3.1.2.4,2021,2,2021,1,01,31
2021-01-31,45189722,45189726,Self-Employment Contributions Act Taxes,7210000000.00,null,7210000000.00,8204000000.00,null,8204000000.00,8011000000.00,null,8011000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2021,2,2021,1,01,31
2021-01-31,45189720,45189741,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2021,2,2021,1,01,31
2021-01-31,45189711,45189714,Other,113671107300.85,null,null,179140096923.53,null,null,147999456038.72,null,null,4,4,4,110,D,SRS,2,1.3,2021,2,2021,1,01,31
2021-01-31,45189711,45189715,Total -- Individual Income Taxes,231607495683.02,38811275.37,231568684407.65,604184898297.78,25612756114.68,578572142183.10,625165674136.92,23647506793.34,601518167343.58,4,5,5,120,T,RSG,2,1.4,2021,2,2021,1,01,31
2021-01-31,null,45189716,Corporation Income Taxes,17355188527.60,891954020.32,16463234507.28,105192040677.90,19848478103.94,85343562573.96,89393001248.35,13487588735.39,75905412512.96,4,6,6,130,D,RSG,1,2,2021,2,2021,1,01,31
2021-01-31,null,45189718,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2021,2,2021,1,01,31
2021-01-31,45189722,45189731,Adjustments Attributable to Prior Years-FICA,null,null,null,4003752620.53,null,4003752620.53,1506594519.67,null,1506594519.67,4,12,12,209,D,SRS,4,3.1.1.3,2021,2,2021,1,01,31
2021-01-31,45189741,45189760,Total -- Federal Disability Insurance Trust Fund,12968000000.00,null,12968000000.00,46438096464.10,562050000.00,45876046464.10,43748194856.51,null,43748194856.51,4,20,20,220,T,RSG,4,3.1.2.5,2021,2,2021,1,01,31
2021-01-31,45189720,45189762,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2021,2,2021,1,01,31
2021-01-31,45189762,45189764,Federal Insurance Contributions Act Taxes,22597000000.00,null,22597000000.00,99520000000.00,null,99520000000.00,93982000000.00,null,93982000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2021,2,2021,1,01,31
2021-01-31,45189762,45189765,Self-Employment Contributions Act Taxes,3207000000.00,null,3207000000.00,3671000000.00,null,3671000000.00,3556000000.00,null,3556000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2021,2,2021,1,01,31
2021-01-31,45189762,45189772,Adjustments Attributable to Prior Years-FICA,null,null,null,1219204519.83,null,1219204519.83,265995728.61,null,265995728.61,4,24,24,228,D,SRS,4,3.1.3.3,2021,2,2021,1,01,31
2021-01-31,45189762,45189775,Adjustments Attributable to Prior Years-SECA,null,null,null,99872938.60,null,99872938.60,-17768526.08,null,-17768526.08,4,25,25,14362,D,SRS,4,3.1.3.4,2021,2,2021,1,01,31
2021-01-31,45189720,45189781,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,27,27,230,S,RSG,3,3.1.4,2021,2,2021,1,01,31
2021-01-31,45189781,45189783,Rail Pension and Supplemental Annuity,230274936.44,-13879.73,230288816.17,746412264.68,4523878.27,741888386.41,931527239.55,52937009.14,878590230.41,4,28,28,235,D,RSG,4,3.1.4.1,2021,2,2021,1,01,31
2021-01-31,45189781,45189785,Social Security Equivalent Account,197634572.41,-11912.79,197646485.20,691488538.39,4702751.54,686785786.85,879356375.69,55751213.80,823605161.89,4,29,29,240,D,RSG,4,3.1.4.2,2021,2,2021,1,01,31
2021-01-31,45189720,45189788,Total -- Employment and General Retirement,115569909508.85,-25792.52,115569935301.37,425539911837.38,3881126629.81,421658785207.57,400436907245.68,108688222.94,400328219022.74,4,30,30,241,T,RSG,3,3.1.5,2021,2,2021,1,01,31
2021-01-31,45189718,45189790,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,31,31,250,S,RSG,2,3.2,2021,2,2021,1,01,31
2021-01-31,45189790,45189792,Deposits by States,1713398450.75,null,1713398450.75,10490193686.07,null,10490193686.07,6751009026.00,null,6751009026.00,4,32,32,251,D,RSG,3,3.2.1,2021,2,2021,1,01,31
2021-01-31,45189762,45189778,Total -- Federal Hospital Insurance Trust Fund,25804000000.00,null,25804000000.00,104510077458.43,null,104510077458.43,97786227202.53,null,97786227202.53,4,26,26,229,T,RSG,4,3.1.3.5,2021,2,2021,1,01,31
2021-01-31,45189790,45189795,Federal Unemployment Taxes,456364919.27,5288251.22,451076668.05,1063137844.18,30840904.16,1032296940.02,1837758409.44,28921417.40,1808836992.04,4,33,33,254,D,RSG,3,3.2.2,2021,2,2021,1,01,31
2021-01-31,45189790,45189798,Railroad Unemployment Taxes,7423050.47,null,7423050.47,16424550.02,null,16424550.02,60004615.81,null,60004615.81,4,34,34,255,D,RSG,3,3.2.3,2021,2,2021,1,01,31
2021-01-31,45189790,45189803,Total -- Unemployment Insurance,2177186420.49,5288251.22,2171898169.27,11569756080.27,30840904.16,11538915176.11,8648772051.25,28921417.40,8619850633.85,4,35,35,269,T,RSG,3,3.2.4,2021,2,2021,1,01,31
2021-01-31,45189718,45189805,Other Retirement:,null,null,null,null,null,null,null,null,null,4,36,36,270,S,RSG,2,3.3,2021,2,2021,1,01,31
2021-01-31,45189805,45189808,Federal Employees' Retirement--Employee Share,426784146.78,null,426784146.78,1884684981.42,null,1884684981.42,1735412825.62,null,1735412825.62,4,37,37,279,D,RSG,3,3.3.1,2021,2,2021,1,01,31
2021-01-31,45189805,45189810,Non-Federal Employees Retirement,2139492.89,null,2139492.89,8861918.40,null,8861918.40,10131810.77,null,10131810.77,4,38,38,284,D,RSG,3,3.3.2,2021,2,2021,1,01,31
2021-01-31,45189805,45189812,Total -- Other Retirement,428923639.67,null,428923639.67,1893546899.82,null,1893546899.82,1745544636.39,null,1745544636.39,4,39,39,285,T,RSG,3,3.3.3,2021,2,2021,1,01,31
2021-01-31,45189718,45189814,Total -- Social Insurance and Retirement Receipts,118176019569.01,5262458.70,118170757110.31,439003214817.47,3911967533.97,435091247283.50,410831223933.32,137609640.34,410693614292.98,4,40,40,286,T,RSG,2,3.4,2021,2,2021,1,01,31
2021-01-31,null,45189816,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,41,41,300,S,RSG,1,4,2021,2,2021,1,01,31
2021-01-31,45189816,45189818,Miscellaneous Excise Taxes,1216246324.88,2233459084.15,-1017212759.27,8862186080.49,2815076249.37,6047109831.12,9899440335.20,999308905.92,8900131429.28,4,42,42,305,D,RSG,2,4.1,2021,2,2021,1,01,31
2021-01-31,45189816,45189820,Airport and Airway Trust Fund,1145482722.32,5885772.76,1139596949.56,1176328722.32,5885772.76,1170442949.56,4863741000.00,null,4863741000.00,4,43,43,308,D,RSG,2,4.2,2021,2,2021,1,01,31
2021-01-31,45189816,45189822,Highway Trust Fund,3376823422.46,30084000.00,3346739422.46,11969381937.97,103311000.00,11866070937.97,13160144087.92,102643000.00,13057501087.92,4,44,44,310,D,RSG,2,4.3,2021,2,2021,1,01,31
2021-01-31,45189816,45189825,Black Lung Disability Trust Fund,9438801.00,null,9438801.00,77380801.00,null,77380801.00,53417000.00,null,53417000.00,4,45,45,313,D,RSG,2,4.4,2021,2,2021,1,01,31
2021-01-31,45189816,45189829,Total -- Excise Taxes,5747991270.66,2269428856.91,3478562413.75,22085277541.78,2924273022.13,19161004519.65,27976742423.12,1101951905.92,26874790517.20,4,46,46,314,T,RSG,2,4.5,2021,2,2021,1,01,31
2021-01-31,null,45189833,Estate and Gift Taxes,1708007111.83,28252745.91,1679754365.92,8159590228.36,280415499.39,7879174728.97,7186754693.16,199087980.68,6987666712.48,4,47,47,350,D,RSG,1,5,2021,2,2021,1,01,31
2021-01-31,null,45189839,Customs Duties,6436355660.01,565588274.90,5870767385.11,26784245973.38,2745141878.27,24039104095.11,29702881711.43,1638621016.42,28064260695.01,4,48,48,405,D,RSG,1,6,2021,2,2021,1,01,31
2021-01-31,null,45189845,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,49,49,800,S,RSG,1,7,2021,2,2021,1,01,31
2021-01-31,45189845,45189850,"Deposit of Earnings, Federal Reserve System",5114909802.05,null,5114909802.05,28168483722.13,null,28168483722.13,20806621274.00,null,20806621274.00,4,50,50,805,D,RSG,2,7.1,2021,2,2021,1,01,31
2021-01-31,45189845,45189855,Universal Service Fund,744016741.12,null,744016741.12,2857979011.54,null,2857979011.54,3214166083.50,null,3214166083.50,4,51,51,807,D,RSG,2,7.2,2021,2,2021,1,01,31
2021-01-31,45189845,45189861,All Other,1561207775.12,1115550.19,1560092224.93,6911616722.99,3745490.72,6907871232.27,4737577352.51,2563912.45,4735013440.06,4,52,52,810,D,RSG,2,7.3,2021,2,2021,1,01,31
2021-01-31,45189845,45189867,Total -- Miscellaneous Receipts,7420134318.29,1115550.19,7419018768.10,37938079456.66,3745490.72,37934333965.94,28758364710.01,2563912.45,28755800797.56,4,53,53,820,T,RSG,2,7.4,2021,2,2021,1,01,31
2021-01-31,null,45189873,Total -- Receipts,388451192140.42,3800413182.30,384650778958.12,1243347346993.33,55326777643.10,1188020569350.23,1219014642856.31,40214929984.54,1178799712871.77,4,54,54,830,T,SL,1,8,2021,2,2021,1,01,31
2021-01-31,45189873,45189878,Total -- On-Budget,299113192140.42,3800413182.30,295312778958.12,923755413417.45,51454877643.10,872300535774.35,918174846428.40,40214929984.54,877959916443.86,4,55,55,840,T,SL,2,8.1,2021,2,2021,1,01,31
2021-01-31,45189873,45189884,Total -- Off-Budget,89338000000.00,null,89338000000.00,319591933575.88,3871900000.00,315720033575.88,300839796427.91,null,300839796427.91,4,56,56,850,T,SL,2,8.2,2021,2,2021,1,01,31
2020-12-31,44802220,44802240,Total -- Individual Income Taxes,150373206219.79,5892616942.18,144480589277.61,372577402614.76,25573944839.31,347003457775.45,406522297635.74,21663834502.54,384858463133.20,4,5,5,120,T,RSG,2,1.4,2021,1,2020,4,12,31
2020-12-31,null,44802246,Corporation Income Taxes,67775505876.40,4855086040.72,62920419835.68,87836852150.30,18956524083.62,68880328066.68,77774293696.72,12360527910.68,65413765786.04,4,6,6,130,D,RSG,1,2,2021,1,2020,4,12,31
2020-12-31,null,44802251,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2021,1,2020,4,12,31
2020-12-31,44802251,44802255,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2021,1,2020,4,12,31
2020-12-31,44802255,44802259,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2021,1,2020,4,12,31
2020-12-31,44802259,44802262,Federal Insurance Contributions Act Taxes,68451324700.00,3309850000.00,65141474700.00,191740324700.00,3309850000.00,188430474700.00,177200000000.00,null,177200000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2021,1,2020,4,12,31
2020-12-31,44802259,44802264,Self-Employment Contributions Act Taxes,552000000.00,null,552000000.00,994000000.00,null,994000000.00,936000000.00,null,936000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2021,1,2020,4,12,31
2020-12-31,44802259,44802268,Adjustments Attributable to Prior Years-FICA,4003752620.53,null,4003752620.53,4003752620.53,null,4003752620.53,1506594519.67,null,1506594519.67,4,12,12,209,D,SRS,4,3.1.1.3,2021,1,2020,4,12,31
2020-12-31,44802259,44802270,Adjustments Attrbutable to Prior Years-SECA,45759791.25,null,45759791.25,45759791.25,null,45759791.25,-120992948.27,null,-120992948.27,4,13,13,14360,D,SRS,4,3.1.1.4,2021,1,2020,4,12,31
2020-12-31,44802274,44802276,Federal Insurance Contributions Act Taxes,11623379300.00,562050000.00,11061329300.00,32559379300.00,562050000.00,31997329300.00,30090000000.00,null,30090000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2021,1,2020,4,12,31
2020-12-31,44802274,44802285,Adjustments Attributable to Prior Years-FICA,728553841.15,null,728553841.15,728553841.15,null,728553841.15,370523668.71,null,370523668.71,4,18,18,219,D,SRS,4,3.1.2.3,2021,1,2020,4,12,31
2020-12-31,44802274,44802291,Adjustments Attributable to Prior Years-SECA,13163322.95,null,13163322.95,13163322.95,null,13163322.95,-42328812.20,null,-42328812.20,4,19,19,14361,D,SRS,4,3.1.2.4,2021,1,2020,4,12,31
2020-12-31,44802274,44802297,Total -- Federal Disability Insurance Trust Fund,12459096464.10,562050000.00,11897046464.10,33470096464.10,562050000.00,32908046464.10,30576194856.51,null,30576194856.51,4,20,20,220,T,RSG,4,3.1.2.5,2021,1,2020,4,12,31
2020-12-31,44802303,44802309,Federal Insurance Contributions Act Taxes,27629000000.00,null,27629000000.00,76923000000.00,null,76923000000.00,70726000000.00,null,70726000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2021,1,2020,4,12,31
2020-12-31,44802303,44802315,Self-Employment Contributions Act Taxes,270000000.00,null,270000000.00,464000000.00,null,464000000.00,442000000.00,null,442000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2021,1,2020,4,12,31
2020-12-31,44802303,44802333,Adjustments Attributable to Prior Years-FICA,1219204519.83,null,1219204519.83,1219204519.83,null,1219204519.83,265995728.61,null,265995728.61,4,24,24,228,D,SRS,4,3.1.3.3,2021,1,2020,4,12,31
2020-12-31,44802303,44802338,Adjustments Attributable to Prior Years-SECA,99872938.60,null,99872938.60,99872938.60,null,99872938.60,-17768526.08,null,-17768526.08,4,25,25,14362,D,SRS,4,3.1.3.4,2021,1,2020,4,12,31
2020-12-31,44802303,44802343,Total -- Federal Hospital Insurance Trust Fund,29218077458.43,null,29218077458.43,78706077458.43,null,78706077458.43,71416227202.53,null,71416227202.53,4,26,26,229,T,RSG,4,3.1.3.5,2021,1,2020,4,12,31
2020-12-31,44802255,44802349,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,27,27,230,S,RSG,3,3.1.4,2021,1,2020,4,12,31
2020-12-31,44802349,44802355,Rail Pension and Supplemental Annuity,172638587.69,4462683.94,168175903.75,516137328.24,4537758.00,511599570.24,665902948.17,45175824.31,620727123.86,4,28,28,235,D,RSG,4,3.1.4.1,2021,1,2020,4,12,31
2020-12-31,44802349,44802361,Social Security Equivalent Account,167029748.49,4636663.47,162393085.02,493853965.98,4714664.33,489139301.65,638165589.56,49028793.16,589136796.40,4,29,29,240,D,RSG,4,3.1.4.2,2021,1,2020,4,12,31
2020-12-31,null,44802220,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2021,1,2020,4,12,31
2020-12-31,44802220,44802235,Other,22564483766.08,null,null,65468989622.68,null,null,52792347652.85,null,null,4,4,4,110,D,SRS,2,1.3,2021,1,2020,4,12,31
2020-12-31,44802255,44802367,Total -- Employment and General Retirement,115069679370.49,3880999347.41,111188680023.08,309970002328.53,3881152422.33,306088849906.20,282818092168.17,94204617.47,282723887550.70,4,30,30,241,T,RSG,3,3.1.5,2021,1,2020,4,12,31
2020-12-31,44802251,44802373,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,31,31,250,S,RSG,2,3.2,2021,1,2020,4,12,31
2020-12-31,44802373,44802379,Deposits by States,3637438370.29,null,3637438370.29,8776795235.32,null,8776795235.32,4891626997.58,null,4891626997.58,4,32,32,251,D,RSG,3,3.2.1,2021,1,2020,4,12,31
2020-12-31,44802373,44802385,Federal Unemployment Taxes,38818090.86,10608291.31,28209799.55,606772924.91,25552652.94,581220271.97,702604964.43,23987936.01,678617028.42,4,33,33,254,D,RSG,3,3.2.2,2021,1,2020,4,12,31
2020-12-31,44802373,44802391,Railroad Unemployment Taxes,16325.94,null,16325.94,9001499.55,null,9001499.55,30912245.73,null,30912245.73,4,34,34,255,D,RSG,3,3.2.3,2021,1,2020,4,12,31
2020-12-31,44802373,44802406,Total -- Unemployment Insurance,3676272787.09,10608291.31,3665664495.78,9392569659.78,25552652.94,9367017006.84,5625144207.74,23987936.01,5601156271.73,4,35,35,269,T,RSG,3,3.2.4,2021,1,2020,4,12,31
2020-12-31,44802251,44802414,Other Retirement:,null,null,null,null,null,null,null,null,null,4,36,36,270,S,RSG,2,3.3,2021,1,2020,4,12,31
2020-12-31,44802414,44802422,Federal Employees' Retirement--Employee Share,474543105.54,null,474543105.54,1457900834.64,null,1457900834.64,1315679930.28,null,1315679930.28,4,37,37,279,D,RSG,3,3.3.1,2021,1,2020,4,12,31
2020-12-31,44802414,44802430,Non-Federal Employees Retirement,2251325.65,null,2251325.65,6722425.51,null,6722425.51,7717903.72,null,7717903.72,4,38,38,284,D,RSG,3,3.3.2,2021,1,2020,4,12,31
2020-12-31,44802414,44802438,Total -- Other Retirement,476794431.19,null,476794431.19,1464623260.15,null,1464623260.15,1323397834.00,null,1323397834.00,4,39,39,285,T,RSG,3,3.3.3,2021,1,2020,4,12,31
2020-12-31,44802251,44802444,Total -- Social Insurance and Retirement Receipts,119222746588.77,3891607638.72,115331138950.05,320827195248.46,3906705075.27,316920490173.19,289766634209.91,118192553.48,289648441656.43,4,40,40,286,T,RSG,2,3.4,2021,1,2020,4,12,31
2020-12-31,null,44802450,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,41,41,300,S,RSG,1,4,2021,1,2020,4,12,31
2020-12-31,44802450,44802456,Miscellaneous Excise Taxes,2070408288.47,254293268.81,1816115019.66,7645939755.61,581617165.22,7064322590.39,8478564901.62,533926876.84,7944638024.78,4,42,42,305,D,RSG,2,4.1,2021,1,2020,4,12,31
2020-12-31,44802450,44802463,Airport and Airway Trust Fund,13063000.00,null,13063000.00,30846000.00,null,30846000.00,3391079000.00,null,3391079000.00,4,43,43,308,D,RSG,2,4.2,2021,1,2020,4,12,31
2020-12-31,44802450,44802469,Highway Trust Fund,3505985809.14,29292000.00,3476693809.14,8592558515.51,73227000.00,8519331515.51,9266832703.14,72754000.00,9194078703.14,4,44,44,310,D,RSG,2,4.3,2021,1,2020,4,12,31
2020-12-31,44802450,44802474,Black Lung Disability Trust Fund,27627000.00,null,27627000.00,67942000.00,null,67942000.00,37444000.00,null,37444000.00,4,45,45,313,D,RSG,2,4.4,2021,1,2020,4,12,31
