Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2020-10-31,44315360,44315369,Customs Duties,6155928279.56,6155928279.56,7757405617.51,9,10,10,100,D,RSG,2,1.6,2021,1,2020,4,10,31
2020-10-31,44315360,44315370,Miscellaneous Receipts,10878536479.88,10878536479.88,7260162949.48,9,11,11,110,D,RSG,2,1.7,2021,1,2020,4,10,31
2020-10-31,44315360,44315371,Total,237697966407.10,237697966407.10,245520982120.90,9,12,12,120,T,SL,2,1.8,2021,1,2020,4,10,31
2020-10-31,null,44315372,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2021,1,2020,4,10,31
2020-10-31,44315372,44315373,National Defense,79686061846.89,79686061846.89,71399428913.82,9,14,14,140,D,F,2,2.1,2021,1,2020,4,10,31
2020-10-31,44315372,44315374,International Affairs,4590243453.94,4590243453.94,3850726656.48,9,15,15,150,D,F,2,2.2,2021,1,2020,4,10,31
2020-10-31,44315372,44315375,"General Science, Space, and Technology",3282988734.35,3282988734.35,2915146652.83,9,16,16,160,D,F,2,2.3,2021,1,2020,4,10,31
2020-10-31,44315372,44315376,Energy,434632191.76,434632191.76,446905327.04,9,17,17,170,D,F,2,2.4,2021,1,2020,4,10,31
2020-10-31,44315372,44315377,Natural Resources and Environment,4166834411.36,4166834411.36,3538252758.55,9,18,18,180,D,F,2,2.5,2021,1,2020,4,10,31
2020-10-31,44315372,44315378,Agriculture,18827238626.62,18827238626.62,9466836359.82,9,19,19,190,D,F,2,2.6,2021,1,2020,4,10,31
2020-10-31,44315372,44315379,Commerce and Housing Credit,6062106217.71,6062106217.71,4282742972.78,9,20,20,200,D,F,2,2.7,2021,1,2020,4,10,31
2020-10-31,44315372,44315380,Transportation,9739793209.97,9739793209.97,8869773949.58,9,21,21,210,D,F,2,2.8,2021,1,2020,4,10,31
2020-10-31,44315372,44315381,Community and Regional Development,10399515522.73,10399515522.73,2387647179.49,9,22,22,220,D,F,2,2.9,2021,1,2020,4,10,31
2020-10-31,44315372,44315382,"Education, Training, Employment, and Social Services",10625493349.94,10625493349.94,11103488221.75,9,23,23,230,D,F,2,2.10,2021,1,2020,4,10,31
2020-10-31,44315372,44315383,Health,63082398053.94,63082398053.94,51347751546.89,9,24,24,240,D,F,2,2.11,2021,1,2020,4,10,31
2020-10-31,44315372,44315384,Medicare,96269904648.22,96269904648.22,55950002586.96,9,25,25,250,D,F,2,2.12,2021,1,2020,4,10,31
2020-10-31,44315372,44315385,Income Security,72744328957.66,72744328957.66,30970566488.76,9,26,26,260,D,F,2,2.13,2021,1,2020,4,10,31
2020-10-31,44315372,44315386,Social Security,92946016771.01,92946016771.01,88989485106.27,9,27,27,270,D,F,2,2.14,2021,1,2020,4,10,31
2020-10-31,44315372,44315387,Veterans Benefits and Services,29914263456.86,29914263456.86,17631853151.15,9,28,28,280,D,F,2,2.15,2021,1,2020,4,10,31
2020-10-31,44315372,44315388,Administration of Justice,5380236102.95,5380236102.95,5364004025.14,9,29,29,290,D,F,2,2.16,2021,1,2020,4,10,31
2020-10-31,44315372,44315389,General Government,7278715498.61,7278715498.61,1877960991.95,9,30,30,300,D,F,2,2.17,2021,1,2020,4,10,31
2020-10-31,44315372,44315390,Net Interest,32439011359.17,32439011359.17,32517001819.16,9,31,31,320,D,F,2,2.18,2021,1,2020,4,10,31
2020-10-31,44315372,44315392,Undistributed Offsetting Receipts,-26101278833.75,-26101278833.75,-22921213577.71,9,32,32,330,D,F,2,2.19,2021,1,2020,4,10,31
2020-10-31,44315372,44315393,Total,521768503579.94,521768503579.94,379988361130.71,9,33,33,340,T,SL,2,2.20,2021,1,2020,4,10,31
2020-09-30,43670711,43670718,Commerce and Housing Credit,-1377651156.26,571656751609.85,-26139159453.70,9,20,20,200,D,F,2,2.7,2020,4,2020,3,09,30
2020-09-30,43670711,43670719,Transportation,15450742208.87,146156220373.84,96220213803.14,9,21,21,210,D,F,2,2.8,2020,4,2020,3,09,30
2020-09-30,43670711,43670721,"Education, Training, Employment, and Social Services",55074882812.19,236722686775.10,134907627486.35,9,23,23,230,D,F,2,2.10,2020,4,2020,3,09,30
2020-09-30,43670711,43670722,Health,63900586045.47,748292683863.54,584769902664.96,9,24,24,240,D,F,2,2.11,2020,4,2020,3,09,30
2020-09-30,null,43670699,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2020,4,2020,3,09,30
2020-09-30,43670699,43670700,Individual Income Taxes,161478035083.22,1608661926485.33,1717857487901.92,9,2,2,20,D,RSG,2,1.1,2020,4,2020,3,09,30
2020-09-30,43670699,43670701,Corporation Income Taxes,49660133580.85,211844662323.66,230244746813.76,9,3,3,30,D,RSG,2,1.2,2020,4,2020,3,09,30
2020-09-30,43670699,43670702,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2020,4,2020,3,09,30
2020-09-30,43670702,43670703,Employment and General Retirement,112599927940.81,1261650036143.35,1197393962693.75,9,5,5,50,D,RSG,3,1.3.1,2020,4,2020,3,09,30
2020-09-30,43670702,43670704,Unemployment Insurance,2080812828.03,43103787706.28,40933978371.21,9,6,6,60,D,RSG,3,1.3.2,2020,4,2020,3,09,30
2020-09-30,43670702,43670705,Other Retirement,422308001.22,5200612525.77,4786739632.46,9,7,7,70,D,RSG,3,1.3.3,2020,4,2020,3,09,30
2020-09-30,43670699,43670706,Excise Taxes,26197646500.19,86782067345.86,98914554367.88,9,8,8,80,D,RSG,2,1.4,2020,4,2020,3,09,30
2020-09-30,43670699,43670707,Estate and Gift Taxes,2149233426.03,17624156021.78,16671532322.28,9,9,9,90,D,RSG,2,1.5,2020,4,2020,3,09,30
2020-09-30,43670699,43670708,Customs Duties,6049394549.12,68550229845.51,70783723012.49,9,10,10,100,D,RSG,2,1.6,2020,4,2020,3,09,30
2020-09-30,43670699,43670709,Miscellaneous Receipts,12531854902.78,116537527367.80,84636698454.90,9,11,11,110,D,RSG,2,1.7,2020,4,2020,3,09,30
2020-09-30,43670699,43670710,Total,373169346812.25,3419955005765.34,3462223423570.65,9,12,12,120,T,SL,2,1.8,2020,4,2020,3,09,30
2020-09-30,null,43670711,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2020,4,2020,3,09,30
2020-09-30,43670711,43670712,National Defense,66163200446.58,726151468010.10,687611585139.41,9,14,14,140,D,F,2,2.1,2020,4,2020,3,09,30
2020-09-30,43670711,43670713,International Affairs,5474182090.28,67660337596.65,52738323916.30,9,15,15,150,D,F,2,2.2,2020,4,2020,3,09,30
2020-09-30,43670711,43670714,"General Science, Space, and Technology",3251188243.36,34058562158.16,32463548570.31,9,16,16,160,D,F,2,2.3,2020,4,2020,3,09,30
2020-09-30,43670711,43670715,Energy,353332002.69,7167805888.48,5108741690.03,9,17,17,170,D,F,2,2.4,2020,4,2020,3,09,30
2020-09-30,43670711,43670716,Natural Resources and Environment,2876406572.25,40690620067.97,35874379909.12,9,18,18,180,D,F,2,2.5,2020,4,2020,3,09,30
2020-09-30,43670711,43670717,Agriculture,3447363794.18,49152682966.88,40157741444.93,9,19,19,190,D,F,2,2.6,2020,4,2020,3,09,30
2020-09-30,43670711,43670723,Medicare,64743721903.87,776224012762.94,650997403730.82,9,25,25,250,D,F,2,2.12,2020,4,2020,3,09,30
2020-09-30,43670711,43670724,Income Security,72092390990.88,1262558242934.46,515391631696.60,9,26,26,260,D,F,2,2.13,2020,4,2020,3,09,30
2020-09-30,43670711,43670720,Community and Regional Development,29936127691.59,83619153717.85,29147825843.47,9,22,22,220,D,F,2,2.9,2020,4,2020,3,09,30
2020-09-30,43670711,43670725,Social Security,92108316142.45,1095817057877.81,1044415951892.30,9,27,27,270,D,F,2,2.14,2020,4,2020,3,09,30
2020-09-30,43670711,43670726,Veterans Benefits and Services,20725350419.30,218673996984.90,200077727238.15,9,28,28,280,D,F,2,2.15,2020,4,2020,3,09,30
2020-09-30,43670711,43670727,Administration of Justice,7165705962.62,72102351855.48,65990474897.40,9,29,29,290,D,F,2,2.16,2020,4,2020,3,09,30
2020-09-30,43670711,43670728,General Government,7737400917.31,176824813727.46,19465708723.77,9,30,30,300,D,F,2,2.17,2020,4,2020,3,09,30
2020-09-30,43670711,43670729,Net Interest,-1258372855.15,344704683968.99,375604788169.83,9,31,31,320,D,F,2,2.18,2020,4,2020,3,09,30
2020-09-30,43670711,43670731,Undistributed Offsetting Receipts,-10084969001.04,-106361878486.82,-98193404237.02,9,32,32,330,D,F,2,2.19,2020,4,2020,3,09,30
2020-09-30,43670711,43670732,Total,497779905231.44,6551872254653.64,4446611013126.17,9,33,33,340,T,SL,2,2.20,2020,4,2020,3,09,30
2020-08-31,43168938,43168940,Unemployment Insurance,3523876202.08,41022974878.25,40736636937.85,9,6,6,60,D,RSG,3,1.3.2,2020,4,2020,3,08,31
2020-08-31,43168938,43168941,Other Retirement,413899521.06,4778304524.55,4372432120.08,9,7,7,70,D,RSG,3,1.3.3,2020,4,2020,3,08,31
2020-08-31,43168935,43168942,Excise Taxes,7651902948.37,60584420845.67,86928808685.32,9,8,8,80,D,RSG,2,1.4,2020,4,2020,3,08,31
2020-08-31,43168935,43168943,Estate and Gift Taxes,1436223837.75,15474922595.75,15470085937.00,9,9,9,90,D,RSG,2,1.5,2020,4,2020,3,08,31
2020-08-31,43168935,43168944,Customs Duties,5896052805.30,62500835296.39,63950237005.61,9,10,10,100,D,RSG,2,1.6,2020,4,2020,3,08,31
2020-08-31,43168935,43168945,Miscellaneous Receipts,16288789389.80,104005671323.61,77548812312.63,9,11,11,110,D,RSG,2,1.7,2020,4,2020,3,08,31
2020-08-31,null,43168947,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2020,4,2020,3,08,31
2020-08-31,43168947,43168948,National Defense,51752751232.00,660091680834.35,631831738236.05,9,14,14,140,D,F,2,2.1,2020,4,2020,3,08,31
2020-08-31,43168947,43168949,International Affairs,5195754258.21,62186155506.37,47972153347.89,9,15,15,150,D,F,2,2.2,2020,4,2020,3,08,31
2020-08-31,43168947,43168950,"General Science, Space, and Technology",2785033935.50,30807373914.80,29315001594.34,9,16,16,160,D,F,2,2.3,2020,4,2020,3,08,31
2020-08-31,43168947,43168951,Energy,946509680.92,6814473885.79,4673516573.13,9,17,17,170,D,F,2,2.4,2020,4,2020,3,08,31
2020-08-31,43168947,43168952,Natural Resources and Environment,3436298398.94,37814486584.72,32605055701.47,9,18,18,180,D,F,2,2.5,2020,4,2020,3,08,31
2020-08-31,43168947,43168953,Agriculture,4588063225.43,45705319172.70,34943934658.93,9,19,19,190,D,F,2,2.6,2020,4,2020,3,08,31
2020-08-31,43168947,43168954,Commerce and Housing Credit,14141438932.50,573034402766.11,-23865320387.56,9,20,20,200,D,F,2,2.7,2020,4,2020,3,08,31
2020-08-31,43168947,43168955,Transportation,12686832069.29,130705478164.97,85772185206.13,9,21,21,210,D,F,2,2.8,2020,4,2020,3,08,31
2020-08-31,43168947,43168956,Community and Regional Development,6691812583.46,53683026026.26,26886093006.20,9,22,22,220,D,F,2,2.9,2020,4,2020,3,08,31
2020-08-31,43168947,43168957,"Education, Training, Employment, and Social Services",12163048637.26,181647803962.91,126518357140.10,9,23,23,230,D,F,2,2.10,2020,4,2020,3,08,31
2020-08-31,43168947,43168958,Health,60664495063.12,684392097818.07,531528152720.84,9,24,24,240,D,F,2,2.11,2020,4,2020,3,08,31
2020-08-31,43168947,43168959,Medicare,21379322622.91,711480290859.07,625229826918.26,9,25,25,250,D,F,2,2.12,2020,4,2020,3,08,31
2020-08-31,43168947,43168960,Income Security,84806900847.83,1190465851943.58,490775658252.91,9,26,26,260,D,F,2,2.13,2020,4,2020,3,08,31
2020-08-31,43168947,43168961,Social Security,92145891764.96,1003708741735.36,956118846606.85,9,27,27,270,D,F,2,2.14,2020,4,2020,3,08,31
2020-08-31,43168947,43168962,Veterans Benefits and Services,9955043434.92,197948645424.19,190960911904.43,9,28,28,280,D,F,2,2.15,2020,4,2020,3,08,31
2020-08-31,43168947,43168963,Administration of Justice,5707430306.28,64936645892.86,60036375333.92,9,29,29,290,D,F,2,2.16,2020,4,2020,3,08,31
2020-08-31,43168947,43168964,General Government,4960818231.82,169066598433.37,16238336846.44,9,30,30,300,D,F,2,2.17,2020,4,2020,3,08,31
2020-08-31,43168947,43168965,Net Interest,36547613535.44,345963056824.14,379123703788.08,9,31,31,320,D,F,2,2.18,2020,4,2020,3,08,31
2020-08-31,null,43168935,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2020,4,2020,3,08,31
2020-08-31,43168935,43168936,Individual Income Taxes,89484899028.43,1447183891402.11,1534885641252.49,9,2,2,20,D,RSG,2,1.1,2020,4,2020,3,08,31
2020-08-31,43168935,43168937,Corporation Income Taxes,2087528224.22,162184528742.81,169926562286.19,9,3,3,30,D,RSG,2,1.2,2020,4,2020,3,08,31
2020-08-31,43168935,43168938,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2020,4,2020,3,08,31
2020-08-31,43168938,43168939,Employment and General Retirement,96438105053.16,1149050108202.54,1094348236249.61,9,5,5,50,D,RSG,3,1.3.1,2020,4,2020,3,08,31
2020-08-31,43168935,43168946,Total,223221277010.17,3046785657811.68,3088167452786.78,9,12,12,120,T,SL,2,1.8,2020,4,2020,3,08,31
2020-08-31,43168947,43168967,Undistributed Offsetting Receipts,-7238766642.96,-96276909485.78,-91341389865.47,9,32,32,330,D,F,2,2.19,2020,4,2020,3,08,31
2020-08-31,43168947,43168968,Total,423316292117.83,6054175220263.84,4155323137582.94,9,33,33,340,T,SL,2,2.20,2020,4,2020,3,08,31
2020-07-31,42659227,42659235,Estate and Gift Taxes,2871010479.62,14038698758.00,13592965324.90,9,9,9,90,D,RSG,2,1.5,2020,4,2020,3,07,31
2020-07-31,42659227,42659236,Customs Duties,5012827681.79,56604782491.09,56944935469.18,9,10,10,100,D,RSG,2,1.6,2020,4,2020,3,07,31
2020-07-31,42659227,42659237,Miscellaneous Receipts,9752243987.20,87716881933.81,66740098707.83,9,11,11,110,D,RSG,2,1.7,2020,4,2020,3,07,31
2020-07-31,42659227,42659238,Total,563495663140.69,2823564380801.51,2860202475201.56,9,12,12,120,T,SL,2,1.8,2020,4,2020,3,07,31
2020-07-31,null,42659239,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2020,4,2020,3,07,31
2020-07-31,42659239,42659240,National Defense,64861150032.09,608338929602.35,568244479214.09,9,14,14,140,D,F,2,2.1,2020,4,2020,3,07,31
2020-07-31,42659239,42659241,International Affairs,4454641669.43,56990401248.16,43826503394.05,9,15,15,150,D,F,2,2.2,2020,4,2020,3,07,31
2020-07-31,42659239,42659242,"General Science, Space, and Technology",2958180940.86,28022339979.30,26237664972.27,9,16,16,160,D,F,2,2.3,2020,4,2020,3,07,31
2020-07-31,null,42659227,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2020,4,2020,3,07,31
2020-07-31,42659227,42659228,Individual Income Taxes,373106163509.13,1357698992373.68,1428903664151.94,9,2,2,20,D,RSG,2,1.1,2020,4,2020,3,07,31
2020-07-31,42659227,42659229,Corporation Income Taxes,67990824846.11,160097000518.59,171322540686.38,9,3,3,30,D,RSG,2,1.2,2020,4,2020,3,07,31
2020-07-31,42659227,42659230,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2020,4,2020,3,07,31
2020-07-31,42659230,42659231,Employment and General Retirement,94360214305.05,1052612003149.38,1002557225655.31,9,5,5,50,D,RSG,3,1.3.1,2020,4,2020,3,07,31
2020-07-31,42659230,42659232,Unemployment Insurance,3740470906.75,37499098676.17,37107317473.88,9,6,6,60,D,RSG,3,1.3.2,2020,4,2020,3,07,31
2020-07-31,42659230,42659233,Other Retirement,435898254.19,4364405003.49,3970663440.77,9,7,7,70,D,RSG,3,1.3.3,2020,4,2020,3,07,31
2020-07-31,42659227,42659234,Excise Taxes,6226009170.85,52932517897.30,79063064291.37,9,8,8,80,D,RSG,2,1.4,2020,4,2020,3,07,31
2020-07-31,42659239,42659243,Energy,640625236.68,5867964204.87,3698222916.69,9,17,17,170,D,F,2,2.4,2020,4,2020,3,07,31
2020-07-31,42659239,42659244,Natural Resources and Environment,3509661907.50,34378188185.78,29406622943.89,9,18,18,180,D,F,2,2.5,2020,4,2020,3,07,31
2020-07-31,42659239,42659245,Agriculture,3243730813.88,41117255947.27,31828225469.51,9,19,19,190,D,F,2,2.6,2020,4,2020,3,07,31
2020-07-31,42659239,42659246,Commerce and Housing Credit,30917667747.03,558892963833.61,-24711887216.45,9,20,20,200,D,F,2,2.7,2020,4,2020,3,07,31
2020-07-31,42659239,42659247,Transportation,16103634883.85,118018646095.68,75995449332.95,9,21,21,210,D,F,2,2.8,2020,4,2020,3,07,31
2020-07-31,42659239,42659248,Community and Regional Development,8589139630.33,46991213442.80,24666340752.04,9,22,22,220,D,F,2,2.9,2020,4,2020,3,07,31
2020-07-31,42659239,42659249,"Education, Training, Employment, and Social Services",8776494297.56,169484755325.65,117460994624.50,9,23,23,230,D,F,2,2.10,2020,4,2020,3,07,31
2020-07-31,42659239,42659250,Health,73656408521.31,623727602754.95,482216271944.59,9,24,24,240,D,F,2,2.11,2020,4,2020,3,07,31
2020-07-31,42659239,42659251,Medicare,97040878235.53,690100968236.16,540505493042.27,9,25,25,250,D,F,2,2.12,2020,4,2020,3,07,31
2020-07-31,42659239,42659252,Income Security,164486740091.16,1105658951095.75,445863868805.50,9,26,26,260,D,F,2,2.13,2020,4,2020,3,07,31
2020-07-31,42659239,42659253,Social Security,91892698667.02,911562849970.40,867941730537.29,9,27,27,270,D,F,2,2.14,2020,4,2020,3,07,31
2020-07-31,42659239,42659254,Veterans Benefits and Services,27195493997.61,187993601989.27,165970163169.16,9,28,28,280,D,F,2,2.15,2020,4,2020,3,07,31
2020-07-31,42659239,42659255,Administration of Justice,5430828547.00,59229215586.58,54806776701.52,9,29,29,290,D,F,2,2.16,2020,4,2020,3,07,31
2020-07-31,42659239,42659256,General Government,-73083948.21,164105780201.55,14625828321.45,9,30,30,300,D,F,2,2.17,2020,4,2020,3,07,31
2020-07-31,42659239,42659257,Net Interest,29647871759.21,309415443288.70,343437324364.01,9,31,31,320,D,F,2,2.18,2020,4,2020,3,07,31
2020-07-31,42659239,42659259,Undistributed Offsetting Receipts,-6845373494.61,-89038142842.82,-85006262225.88,9,32,32,330,D,F,2,2.19,2020,4,2020,3,07,31
2020-07-31,42659239,42659260,Total,626487389535.23,5630858928146.01,3727013811063.45,9,33,33,340,T,SL,2,2.20,2020,4,2020,3,07,31
2020-06-30,42250724,42250731,Commerce and Housing Credit,494321252950.67,527975296086.58,-26919585513.62,9,20,20,200,D,F,2,2.7,2020,3,2020,2,06,30
2020-06-30,42250724,42250732,Transportation,16920502800.21,101915011211.83,66580516784.03,9,21,21,210,D,F,2,2.8,2020,3,2020,2,06,30
2020-06-30,42250724,42250733,Community and Regional Development,12714972119.71,38402073812.47,22485483529.96,9,22,22,220,D,F,2,2.9,2020,3,2020,2,06,30
2020-06-30,42250724,42250734,"Education, Training, Employment, and Social Services",80751211891.84,160708261028.09,110058689374.81,9,23,23,230,D,F,2,2.10,2020,3,2020,2,06,30
2020-06-30,42250724,42250735,Health,70763977953.72,550071194233.64,431931811829.55,9,24,24,240,D,F,2,2.11,2020,3,2020,2,06,30
2020-06-30,42250724,42250736,Medicare,61079468381.76,593060090000.63,484757294347.96,9,25,25,250,D,F,2,2.12,2020,3,2020,2,06,30
2020-06-30,42250724,42250737,Income Security,155632656462.52,941172203832.59,408013763507.74,9,26,26,260,D,F,2,2.13,2020,3,2020,2,06,30
2020-06-30,42250724,42250738,Social Security,96781809742.20,819670151303.38,780018833741.69,9,27,27,270,D,F,2,2.14,2020,3,2020,2,06,30
2020-06-30,null,42250712,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2020,3,2020,2,06,30
2020-06-30,42250712,42250713,Individual Income Taxes,92115922736.31,984592828864.55,1301476765259.89,9,2,2,20,D,RSG,2,1.1,2020,3,2020,2,06,30
2020-06-30,42250712,42250714,Corporation Income Taxes,5706996531.80,92106175672.48,164355228090.26,9,3,3,30,D,RSG,2,1.2,2020,3,2020,2,06,30
2020-06-30,42250712,42250715,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2020,3,2020,2,06,30
2020-06-30,42250715,42250716,Employment and General Retirement,124008534923.51,958251788844.33,912986649509.97,9,5,5,50,D,RSG,3,1.3.1,2020,3,2020,2,06,30
2020-06-30,42250715,42250717,Unemployment Insurance,1779927647.30,33758627769.42,33257974063.38,9,6,6,60,D,RSG,3,1.3.2,2020,3,2020,2,06,30
2020-06-30,42250715,42250718,Other Retirement,470646720.60,3928506749.30,3542539347.70,9,7,7,70,D,RSG,3,1.3.3,2020,3,2020,2,06,30
2020-06-30,42250712,42250719,Excise Taxes,3678334824.13,46706508726.45,71194766284.95,9,8,8,80,D,RSG,2,1.4,2020,3,2020,2,06,30
2020-06-30,42250712,42250720,Estate and Gift Taxes,630066486.77,11167688278.38,12435137304.81,9,9,9,90,D,RSG,2,1.5,2020,3,2020,2,06,30
2020-06-30,42250712,42250721,Customs Duties,4480241632.31,51591954809.30,50471671335.86,9,10,10,100,D,RSG,2,1.6,2020,3,2020,2,06,30
2020-06-30,42250712,42250722,Miscellaneous Receipts,7957996849.98,77964637946.61,59133956872.80,9,11,11,110,D,RSG,2,1.7,2020,3,2020,2,06,30
2020-06-30,42250712,42250723,Total,240828668352.71,2260068717660.82,2608854688069.62,9,12,12,120,T,SL,2,1.8,2020,3,2020,2,06,30
2020-06-30,null,42250724,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2020,3,2020,2,06,30
2020-06-30,42250724,42250725,National Defense,58075457045.02,543477779570.26,512542574865.59,9,14,14,140,D,F,2,2.1,2020,3,2020,2,06,30
2020-06-30,42250724,42250726,International Affairs,3642204061.66,52535759578.73,41061663588.05,9,15,15,150,D,F,2,2.2,2020,3,2020,2,06,30
2020-06-30,42250724,42250727,"General Science, Space, and Technology",3027979805.43,25064159038.44,23483190750.74,9,16,16,160,D,F,2,2.3,2020,3,2020,2,06,30
2020-06-30,42250724,42250728,Energy,1358668430.93,5227338968.19,2326607632.04,9,17,17,170,D,F,2,2.4,2020,3,2020,2,06,30
2020-06-30,42250724,42250729,Natural Resources and Environment,3541860946.05,30868526278.28,26195508413.79,9,18,18,180,D,F,2,2.5,2020,3,2020,2,06,30
2020-06-30,42250724,42250730,Agriculture,6246357019.12,37873525133.39,31303128370.30,9,19,19,190,D,F,2,2.6,2020,3,2020,2,06,30
2020-06-30,42250724,42250739,Veterans Benefits and Services,17683229009.96,160798107991.66,149278487114.93,9,28,28,280,D,F,2,2.15,2020,3,2020,2,06,30
2020-06-30,42250724,42250740,Administration of Justice,7080979442.05,53798387039.58,47986800759.34,9,29,29,290,D,F,2,2.16,2020,3,2020,2,06,30
2020-06-30,42250724,42250741,General Government,4879660695.58,164178871321.76,13882514676.35,9,30,30,300,D,F,2,2.17,2020,3,2020,2,06,30
2020-06-30,42250724,42250742,Net Interest,18548202957.10,279767571529.49,308484783516.70,9,31,31,320,D,F,2,2.18,2020,3,2020,2,06,30
2020-06-30,42250724,42250744,Undistributed Offsetting Receipts,-8147714871.11,-82192769348.21,-77501512247.26,9,32,32,330,D,F,2,2.19,2020,3,2020,2,06,30
2020-06-30,42250724,42250745,Total,1104902736844.42,5004371538610.78,3355970555042.69,9,33,33,340,T,SL,2,2.20,2020,3,2020,2,06,30
2020-05-31,null,41818929,Receipts,null,null,null,9,1,1,10,S,SL,1,1,2020,3,2020,2,05,31
2020-05-31,41818941,41818945,Energy,35627085.87,3868670537.26,1288689278.10,9,17,17,170,D,F,2,2.4,2020,3,2020,2,05,31
2020-05-31,41818941,41818946,Natural Resources and Environment,2931900406.04,27326665332.23,23316283106.78,9,18,18,180,D,F,2,2.5,2020,3,2020,2,05,31
2020-05-31,41818941,41818947,Agriculture,598503461.76,31627168114.27,31110873939.52,9,19,19,190,D,F,2,2.6,2020,3,2020,2,05,31
2020-05-31,41818929,41818930,Individual Income Taxes,47759907050.62,892476906128.24,1160328191816.76,9,2,2,20,D,RSG,2,1.1,2020,3,2020,2,05,31
2020-05-31,41818929,41818931,Corporation Income Taxes,-1795033697.74,86399179140.68,113086334152.84,9,3,3,30,D,RSG,2,1.2,2020,3,2020,2,05,31
2020-05-31,41818929,41818932,Social Insurance and Retirement Receipts:,null,null,null,9,4,4,40,S,RSG,2,1.3,2020,3,2020,2,05,31
2020-05-31,41818932,41818933,Employment and General Retirement,99529390565.83,834243253920.82,792874688020.39,9,5,5,50,D,RSG,3,1.3.1,2020,3,2020,2,05,31
2020-05-31,41818932,41818934,Unemployment Insurance,11720358305.27,31978700122.12,33008540638.50,9,6,6,60,D,RSG,3,1.3.2,2020,3,2020,2,05,31
2020-05-31,41818932,41818935,Other Retirement,505237961.23,3457860028.70,3157895574.82,9,7,7,70,D,RSG,3,1.3.3,2020,3,2020,2,05,31
2020-05-31,41818929,41818936,Excise Taxes,2700572415.86,43028173902.32,64084652882.79,9,8,8,80,D,RSG,2,1.4,2020,3,2020,2,05,31
2020-05-31,41818929,41818937,Estate and Gift Taxes,735734582.15,10537621791.61,11347779511.87,9,9,9,90,D,RSG,2,1.5,2020,3,2020,2,05,31
2020-05-31,41818929,41818938,Customs Duties,3832899414.36,47111713176.99,44865678659.57,9,10,10,100,D,RSG,2,1.6,2020,3,2020,2,05,31
2020-05-31,41818929,41818939,Miscellaneous Receipts,8871490340.99,70006641096.63,52148594298.32,9,11,11,110,D,RSG,2,1.7,2020,3,2020,2,05,31
2020-05-31,41818929,41818940,Total,173860556938.57,2019240049308.11,2274902355555.86,9,12,12,120,T,SL,2,1.8,2020,3,2020,2,05,31
2020-05-31,null,41818941,Net Outlays,null,null,null,9,13,13,130,S,SL,1,2,2020,3,2020,2,05,31
2020-05-31,41818941,41818942,National Defense,61084109566.63,485402322525.24,461515268596.35,9,14,14,140,D,F,2,2.1,2020,3,2020,2,05,31
2020-05-31,41818941,41818943,International Affairs,4487680818.66,48893555517.07,36407020627.68,9,15,15,150,D,F,2,2.2,2020,3,2020,2,05,31
2020-05-31,41818941,41818944,"General Science, Space, and Technology",2820449898.04,22036179233.01,20871570301.30,9,16,16,160,D,F,2,2.3,2020,3,2020,2,05,31
2020-05-31,41818941,41818948,Commerce and Housing Credit,10789731737.00,33654043135.91,-23803325196.57,9,20,20,200,D,F,2,2.7,2020,3,2020,2,05,31
2020-05-31,41818941,41818949,Transportation,16191337947.05,84994508411.62,57101416038.37,9,21,21,210,D,F,2,2.8,2020,3,2020,2,05,31
2020-05-31,41818941,41818950,Community and Regional Development,8308830345.10,25687101692.76,20686515938.60,9,22,22,220,D,F,2,2.9,2020,3,2020,2,05,31
2020-05-31,41818941,41818951,"Education, Training, Employment, and Social Services",10866771397.72,79972095006.25,73682603217.16,9,23,23,230,D,F,2,2.10,2020,3,2020,2,05,31
2020-05-31,41818941,41818952,Health,79120523722.16,479307216279.92,383590152738.73,9,24,24,240,D,F,2,2.11,2020,3,2020,2,05,31
2020-05-31,41818941,41818953,Medicare,49955159595.10,531980621618.87,462606448129.68,9,25,25,250,D,F,2,2.12,2020,3,2020,2,05,31
2020-05-31,41818941,41818954,Income Security,184437721589.54,785539547370.07,384498565645.98,9,26,26,260,D,F,2,2.13,2020,3,2020,2,05,31
