Record Date,Parent ID,Classification ID,Classification Description,Current Month Budget Amount,Current Fiscal Year to Date Budget Amount,Prior Fiscal Year to Date Budget Amount,Current Year Budget Estimate Amount,Next Year Budget Estimate Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2021-03-31,45890894,45890903,By Other Means,140857681097.27,84617176691.44,15180018975.36,-64838.00,-58909.00,2,15,15,150,D,SL,2,2.3,2021,2,2021,1,03,31
2021-02-28,null,45568308,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2021,2,2021,1,02,28
2021-02-28,45568308,45568310,Borrowing from the Public,110205667957.78,735679604386.83,593082649945.26,1030904.00,978663.00,2,13,13,130,D,SL,2,2.1,2021,2,2021,1,02,28
2021-02-28,45568308,45568313,"Reduction of Operating Cash, Increase (-)",196886168199.70,367213543178.39,25232159786.14,0.00,0.00,2,14,14,140,D,SL,2,2.2,2021,2,2021,1,02,28
2021-02-28,null,45568263,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2021,2,2021,1,02,28
2021-02-28,45568263,45568280,Total Receipts,248314056776.18,1436334441129.66,1366750252521.82,3863293.00,4085664.00,2,2,2,20,T,SL,2,1.1,2021,2,2021,1,02,28
2021-02-28,45568280,45568283,On-Budget Receipts,173852056776.18,1046152407553.78,990095456093.91,2852257.00,3020952.00,2,3,3,30,D,SL,3,1.1.1,2021,2,2021,1,02,28
2021-02-28,45568280,45568286,Off-Budget Receipts,74462000000.00,390182033575.88,376654796427.91,1011036.00,1064712.00,2,4,4,40,D,SL,3,1.1.2,2021,2,2021,1,02,28
2021-02-28,45568263,45568288,Total Outlays,559235999280.85,2482987958241.34,1991215125071.01,4829359.00,5005418.00,2,5,5,50,T,SL,2,1.2,2021,2,2021,1,02,28
2021-02-28,45568288,45568291,On-Budget Outlays,466710490919.53,2080109094326.99,1609657990512.13,3811118.00,3920492.00,2,6,6,60,D,SL,3,1.2.1,2021,2,2021,1,02,28
2021-02-28,45568288,45568294,Off-Budget Outlays,92525508361.32,402878863914.35,381557134558.88,1018241.00,1084926.00,2,7,7,70,D,SL,3,1.2.2,2021,2,2021,1,02,28
2021-02-28,45568263,45568297,Total Surplus (+) or Deficit (-),-310921942504.67,-1046653517111.68,-624464872549.19,-966066.00,-919754.00,2,8,8,80,T,SL,2,1.3,2021,2,2021,1,02,28
2021-02-28,45568297,45568300,On-Budget Surplus (+) or Deficit (-),-292858434143.35,-1033956686773.21,-619562534418.22,-958861.00,-899540.00,2,9,9,90,D,SL,3,1.3.1,2021,2,2021,1,02,28
2021-02-28,45568297,45568302,Off-Budget Surplus (+) or Deficit (-),-18063508361.32,-12696830338.47,-4902338130.97,-7205.00,-20214.00,2,10,10,100,D,SL,3,1.3.2,2021,2,2021,1,02,28
2021-02-28,45568263,45568305,Total On-Budget and Off-Budget Financing,310921942504.67,1046653517111.68,624464872549.19,966066.00,919754.00,2,11,11,110,T,SL,2,1.4,2021,2,2021,1,02,28
2021-02-28,45568308,45568318,By Other Means,3829023789.91,-56240503349.83,6150062817.79,-64838.00,-58909.00,2,15,15,150,D,SL,2,2.3,2021,2,2021,1,02,28
2021-01-31,45189768,45189774,Off-Budget Receipts,89338000000.00,315720033575.88,300839796427.91,1011036.00,1064712.00,2,4,4,40,D,SL,3,1.1.2,2021,2,2021,1,01,31
2021-01-31,null,45189766,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2021,2,2021,1,01,31
2021-01-31,45189766,45189768,Total Receipts,384650778958.12,1188020569350.23,1178799712871.77,3863293.00,4085664.00,2,2,2,20,T,SL,2,1.1,2021,2,2021,1,01,31
2021-01-31,45189768,45189771,On-Budget Receipts,295312778958.12,872300535774.35,877959916443.86,2852257.00,3020952.00,2,3,3,30,D,SL,3,1.1.1,2021,2,2021,1,01,31
2021-01-31,45189766,45189777,Total Outlays,547483268425.66,1923752143957.24,1567986219847.52,4829359.00,5005418.00,2,5,5,50,T,SL,2,1.2,2021,2,2021,1,01,31
2021-01-31,45189777,45189780,On-Budget Outlays,487183856149.99,1613398788404.21,1275367622899.99,3811118.00,3920492.00,2,6,6,60,D,SL,3,1.2.1,2021,2,2021,1,01,31
2021-01-31,45189777,45189784,Off-Budget Outlays,60299412275.67,310353355553.03,292618596947.53,1018241.00,1084926.00,2,7,7,70,D,SL,3,1.2.2,2021,2,2021,1,01,31
2021-01-31,45189766,45189787,Total Surplus (+) or Deficit (-),-162832489467.54,-735731574607.01,-389186506975.75,-966066.00,-919754.00,2,8,8,80,T,SL,2,1.3,2021,2,2021,1,01,31
2021-01-31,45189787,45189791,On-Budget Surplus (+) or Deficit (-),-191871077191.87,-741098252629.86,-397407706456.13,-958861.00,-899540.00,2,9,9,90,D,SL,3,1.3.1,2021,2,2021,1,01,31
2021-01-31,45189787,45189794,Off-Budget Surplus (+) or Deficit (-),29038587724.33,5366678022.85,8221199480.38,-7205.00,-20214.00,2,10,10,100,D,SL,3,1.3.2,2021,2,2021,1,01,31
2021-01-31,45189766,45189797,Total On-Budget and Off-Budget Financing,162832489467.54,735731574607.01,389186506975.75,966066.00,919754.00,2,11,11,110,T,SL,2,1.4,2021,2,2021,1,01,31
2021-01-31,null,45189800,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2021,2,2021,1,01,31
2021-01-31,45189800,45189804,Borrowing from the Public,11544434535.98,625473936429.05,392963570506.36,1030904.00,978663.00,2,13,13,130,D,SL,2,2.1,2021,2,2021,1,01,31
2021-01-31,45189800,45189807,"Reduction of Operating Cash, Increase (-)",117217325911.85,170327374978.69,-21500121444.65,0.00,0.00,2,14,14,140,D,SL,2,2.2,2021,2,2021,1,01,31
2021-01-31,45189800,45189811,By Other Means,34070505723.72,-60069527139.74,17723057914.04,-64838.00,-58909.00,2,15,15,150,D,SL,2,2.3,2021,2,2021,1,01,31
2020-12-31,44802239,44802250,By Other Means,-34918523943.71,-94139989861.11,26895214026.92,-64838.00,-58909.00,2,15,15,150,D,SL,2,2.3,2021,1,2020,4,12,31
2020-12-31,null,44802200,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2021,1,2020,4,12,31
2020-12-31,44802200,44802203,Total Receipts,346119228396.91,803369790392.11,806511799103.07,3863293.00,4085664.00,2,2,2,20,T,SL,2,1.1,2021,1,2020,4,12,31
2020-12-31,44802203,44802206,On-Budget Receipts,264479194821.03,576987756816.23,596414002675.16,2852257.00,3020952.00,2,3,3,30,D,SL,3,1.1.1,2021,1,2020,4,12,31
2020-12-31,44802203,44802208,Off-Budget Receipts,81640033575.88,226382033575.88,210097796427.91,1011036.00,1064712.00,2,4,4,40,D,SL,3,1.1.2,2021,1,2020,4,12,31
2020-12-31,44802200,44802210,Total Outlays,489681555836.04,1376268918533.93,1163103349058.41,4829359.00,5005418.00,2,5,5,50,T,SL,2,1.2,2021,1,2020,4,12,31
2020-12-31,44802210,44802214,On-Budget Outlays,412232544628.74,1126214975256.57,948928115504.77,3811118.00,3920492.00,2,6,6,60,D,SL,3,1.2.1,2021,1,2020,4,12,31
2020-12-31,44802210,44802219,Off-Budget Outlays,77449011207.30,250053943277.36,214175233553.64,1018241.00,1084926.00,2,7,7,70,D,SL,3,1.2.2,2021,1,2020,4,12,31
2020-12-31,44802200,44802226,Total Surplus (+) or Deficit (-),-143562327439.13,-572899128141.82,-356591549955.34,-966066.00,-919754.00,2,8,8,80,T,SL,2,1.3,2021,1,2020,4,12,31
2020-12-31,44802226,44802228,On-Budget Surplus (+) or Deficit (-),-147753349807.71,-549227218440.34,-352514112829.61,-958861.00,-899540.00,2,9,9,90,D,SL,3,1.3.1,2021,1,2020,4,12,31
2020-12-31,44802226,44802232,Off-Budget Surplus (+) or Deficit (-),4191022368.58,-23671909701.48,-4077437125.73,-7205.00,-20214.00,2,10,10,100,D,SL,3,1.3.2,2021,1,2020,4,12,31
2020-12-31,44802200,44802234,Total On-Budget and Off-Budget Financing,143562327439.13,572899128141.82,356591549955.34,966066.00,919754.00,2,11,11,110,T,SL,2,1.4,2021,1,2020,4,12,31
2020-12-31,null,44802239,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2021,1,2020,4,12,31
2020-12-31,44802239,44802241,Borrowing from the Public,284063566518.15,613929501893.07,351065890350.99,1030904.00,978663.00,2,13,13,130,D,SL,2,2.1,2021,1,2020,4,12,31
2020-12-31,44802239,44802245,"Reduction of Operating Cash, Increase (-)",-105582540527.17,53110049066.84,-21369554422.57,0.00,0.00,2,14,14,140,D,SL,2,2.2,2021,1,2020,4,12,31
2020-11-30,null,44489130,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2021,1,2020,4,11,30
2020-11-30,44489133,44489142,On-Budget Receipts,144273595588.10,312508561995.20,336743397618.18,2852257.00,3020952.00,2,3,3,30,D,SL,3,1.1.1,2021,1,2020,4,11,30
2020-11-30,44489150,44489156,On-Budget Outlays,274627247224.12,713982430627.83,646863301514.79,3811118.00,3920492.00,2,6,6,60,D,SL,3,1.2.1,2021,1,2020,4,11,30
2020-11-30,44489150,44489160,Off-Budget Outlays,90191611893.83,172604932070.06,167148769569.94,1018241.00,1084926.00,2,7,7,70,D,SL,3,1.2.2,2021,1,2020,4,11,30
2020-11-30,44489130,44489133,Total Receipts,219552595588.10,457250561995.20,470706397618.18,3863293.00,4085664.00,2,2,2,20,T,SL,2,1.1,2021,1,2020,4,11,30
2020-11-30,44489133,44489148,Off-Budget Receipts,75279000000.00,144742000000.00,133963000000.00,1011036.00,1064712.00,2,4,4,40,D,SL,3,1.1.2,2021,1,2020,4,11,30
2020-11-30,44489130,44489150,Total Outlays,364818859117.95,886587362697.89,814012071084.73,4829359.00,5005418.00,2,5,5,50,T,SL,2,1.2,2021,1,2020,4,11,30
2020-11-30,44489130,44489164,Total Surplus (+) or Deficit (-),-145266263529.85,-429336800702.69,-343305673466.55,-966066.00,-919754.00,2,8,8,80,T,SL,2,1.3,2021,1,2020,4,11,30
2020-11-30,44489164,44489169,On-Budget Surplus (+) or Deficit (-),-130353651636.02,-401473868632.63,-310119903896.61,-958861.00,-899540.00,2,9,9,90,D,SL,3,1.3.1,2021,1,2020,4,11,30
2020-11-30,44489164,44489174,Off-Budget Surplus (+) or Deficit (-),-14912611893.83,-27862932070.06,-33185769569.94,-7205.00,-20214.00,2,10,10,100,D,SL,3,1.3.2,2021,1,2020,4,11,30
2020-11-30,44489130,44489180,Total On-Budget and Off-Budget Financing,145266263529.85,429336800702.69,343305673466.55,966066.00,919754.00,2,11,11,110,T,SL,2,1.4,2021,1,2020,4,11,30
2020-11-30,null,44489183,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2021,1,2020,4,11,30
2020-11-30,44489183,44489191,Borrowing from the Public,251250189693.23,329865935374.92,285298452380.26,1030904.00,978663.00,2,13,13,130,D,SL,2,2.1,2021,1,2020,4,11,30
2020-11-30,44489183,44489203,"Reduction of Operating Cash, Increase (-)",-24188116423.66,158692589594.01,39865319530.11,0.00,0.00,2,14,14,140,D,SL,2,2.2,2021,1,2020,4,11,30
2020-11-30,44489183,44489215,By Other Means,-81795809739.72,-59221465917.40,18141901556.18,-64838.00,-58909.00,2,15,15,150,D,SL,2,2.3,2021,1,2020,4,11,30
2020-10-31,null,44313256,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2021,1,2020,4,10,31
2020-10-31,44313256,44313258,Total Receipts,237697966407.10,237697966407.10,245520982120.90,3863293.00,4085664.00,2,2,2,20,T,SL,2,1.1,2021,1,2020,4,10,31
2020-10-31,44313258,44313261,On-Budget Receipts,168234966407.10,168234966407.10,181094982120.90,2852257.00,3020952.00,2,3,3,30,D,SL,3,1.1.1,2021,1,2020,4,10,31
2020-10-31,44313258,44313264,Off-Budget Receipts,69463000000.00,69463000000.00,64426000000.00,1011036.00,1064712.00,2,4,4,40,D,SL,3,1.1.2,2021,1,2020,4,10,31
2020-10-31,44313256,44313268,Total Outlays,521768503579.94,521768503579.94,379988361130.71,4829359.00,5005418.00,2,5,5,50,T,SL,2,1.2,2021,1,2020,4,10,31
2020-10-31,44313268,44313271,On-Budget Outlays,439355183403.71,439355183403.71,300961903429.64,3811118.00,3920492.00,2,6,6,60,D,SL,3,1.2.1,2021,1,2020,4,10,31
2020-10-31,44313268,44313274,Off-Budget Outlays,82413320176.23,82413320176.23,79026457701.07,1018241.00,1084926.00,2,7,7,70,D,SL,3,1.2.2,2021,1,2020,4,10,31
2020-10-31,44313256,44313278,Total Surplus (+) or Deficit (-),-284070537172.84,-284070537172.84,-134467379009.81,-966066.00,-919754.00,2,8,8,80,T,SL,2,1.3,2021,1,2020,4,10,31
2020-10-31,44313278,44313283,On-Budget Surplus (+) or Deficit (-),-271120216996.61,-271120216996.61,-119866921308.74,-958861.00,-899540.00,2,9,9,90,D,SL,3,1.3.1,2021,1,2020,4,10,31
2020-10-31,44313278,44313288,Off-Budget Surplus (+) or Deficit (-),-12950320176.23,-12950320176.23,-14600457701.07,-7205.00,-20214.00,2,10,10,100,D,SL,3,1.3.2,2021,1,2020,4,10,31
2020-10-31,null,44313298,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2021,1,2020,4,10,31
2020-10-31,44313298,44313303,Borrowing from the Public,78615745681.69,78615745681.69,159836405287.55,1030904.00,978663.00,2,13,13,130,D,SL,2,2.1,2021,1,2020,4,10,31
2020-10-31,44313298,44313308,"Reduction of Operating Cash, Increase (-)",182880706017.67,182880706017.67,-52458470910.91,0.00,0.00,2,14,14,140,D,SL,2,2.2,2021,1,2020,4,10,31
2020-10-31,44313298,44313313,By Other Means,22574343822.32,22574343822.32,27089444633.17,-64838.00,-58909.00,2,15,15,150,D,SL,2,2.3,2021,1,2020,4,10,31
2020-10-31,44313256,44313293,Total On-Budget and Off-Budget Financing,284070537172.84,284070537172.84,134467379009.81,966066.00,919754.00,2,11,11,110,T,SL,2,1.4,2021,1,2020,4,10,31
2020-09-30,43668615,43668624,By Other Means,3028757531.35,314833239131.79,-69450291081.29,5500.00,-64838.00,2,15,15,150,D,SL,2,2.3,2020,4,2020,3,09,30
2020-09-30,null,43668591,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2020,4,2020,3,09,30
2020-09-30,43668591,43668593,Total Receipts,373169346812.25,3419955005765.34,3462223423570.65,3706327.00,3863293.00,2,2,2,20,T,SL,2,1.1,2020,4,2020,3,09,30
2020-09-30,43668593,43668594,On-Budget Receipts,287264078880.72,2454527386880.85,2547921043600.86,2739254.00,2852257.00,2,3,3,30,D,SL,3,1.1.1,2020,4,2020,3,09,30
2020-09-30,43668593,43668595,Off-Budget Receipts,85905267931.53,965427618884.49,914302379969.79,967073.00,1011036.00,2,4,4,40,D,SL,3,1.1.2,2020,4,2020,3,09,30
2020-09-30,43668591,43668596,Total Outlays,497779905231.44,6551872254653.64,4446611013126.17,4789746.00,4829359.00,2,5,5,50,T,SL,2,1.2,2020,4,2020,3,09,30
2020-09-30,43668596,43668597,On-Budget Outlays,407746866577.57,5596290924023.66,3539993961951.14,3829949.00,3811118.00,2,6,6,60,D,SL,3,1.2.1,2020,4,2020,3,09,30
2020-09-30,43668596,43668599,Off-Budget Outlays,90033038653.87,955581330629.98,906617051175.03,959797.00,1018241.00,2,7,7,70,D,SL,3,1.2.2,2020,4,2020,3,09,30
2020-09-30,43668591,43668603,Total Surplus (+) or Deficit (-),-124610558419.19,-3131917248888.30,-984387589555.52,-1083419.00,-966066.00,2,8,8,80,T,SL,2,1.3,2020,4,2020,3,09,30
2020-09-30,43668603,43668606,On-Budget Surplus (+) or Deficit (-),-120482787696.85,-3141763537142.81,-992072918350.28,-1090695.00,-958861.00,2,9,9,90,D,SL,3,1.3.1,2020,4,2020,3,09,30
2020-09-30,43668603,43668609,Off-Budget Surplus (+) or Deficit (-),-4127770722.34,9846288254.51,7685328794.76,7276.00,-7205.00,2,10,10,100,D,SL,3,1.3.2,2020,4,2020,3,09,30
2020-09-30,43668591,43668612,Total On-Budget and Off-Budget Financing,124610558419.19,3131917248888.30,984387589555.52,1083419.00,966066.00,2,11,11,110,T,SL,2,1.4,2020,4,2020,3,09,30
2020-09-30,null,43668615,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2020,4,2020,3,09,30
2020-09-30,43668615,43668618,Borrowing from the Public,197278656503.24,4216279958424.51,1051608459675.77,1080435.00,1030904.00,2,13,13,130,D,SL,2,2.1,2020,4,2020,3,09,30
2020-09-30,43668615,43668621,"Reduction of Operating Cash, Increase (-)",-75696724616.24,-1399195815681.75,2229420961.04,-2517.00,0.00,2,14,14,140,D,SL,2,2.2,2020,4,2020,3,09,30
2020-08-31,null,43166829,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2020,4,2020,3,08,31
2020-08-31,43166829,43166830,Total Receipts,223221277010.17,3046785657811.68,3088167452786.78,3706327.00,3863293.00,2,2,2,20,T,SL,2,1.1,2020,4,2020,3,08,31
2020-08-31,43166830,43166835,Off-Budget Receipts,74262000000.00,879522350952.96,836607259186.53,967073.00,1011036.00,2,4,4,40,D,SL,3,1.1.2,2020,4,2020,3,08,31
2020-08-31,43166829,43166839,Total Outlays,423316292117.83,6054175220263.84,4155323137582.94,4789746.00,4829359.00,2,5,5,50,T,SL,2,1.2,2020,4,2020,3,08,31
2020-08-31,43166839,43166842,On-Budget Outlays,333551985000.87,5188626928287.73,3334955570101.39,3829949.00,3811118.00,2,6,6,60,D,SL,3,1.2.1,2020,4,2020,3,08,31
2020-08-31,43166839,43166847,Off-Budget Outlays,89764307116.96,865548291976.11,820367567481.55,959797.00,1018241.00,2,7,7,70,D,SL,3,1.2.2,2020,4,2020,3,08,31
2020-08-31,43166829,43166849,Total Surplus (+) or Deficit (-),-200095015107.66,-3007389562452.16,-1067155684796.16,-1083419.00,-966066.00,2,8,8,80,T,SL,2,1.3,2020,4,2020,3,08,31
2020-08-31,43166849,43166853,On-Budget Surplus (+) or Deficit (-),-184592707990.70,-3021363621429.01,-1083395376501.14,-1090695.00,-958861.00,2,9,9,90,D,SL,3,1.3.1,2020,4,2020,3,08,31
2020-08-31,43166849,43166858,Off-Budget Surplus (+) or Deficit (-),-15502307116.96,13974058976.85,16239691704.98,7276.00,-7205.00,2,10,10,100,D,SL,3,1.3.2,2020,4,2020,3,08,31
2020-08-31,43166829,43166863,Total On-Budget and Off-Budget Financing,200095015107.66,3007389562452.16,1067155684796.16,1083419.00,966066.00,2,11,11,110,T,SL,2,1.4,2020,4,2020,3,08,31
2020-08-31,null,43166868,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2020,4,2020,3,08,31
2020-08-31,43166868,43166873,Borrowing from the Public,188751597415.44,4019001301921.27,838989558037.22,1080435.00,1030904.00,2,13,13,130,D,SL,2,2.1,2020,4,2020,3,08,31
2020-08-31,43166868,43166875,"Reduction of Operating Cash, Increase (-)",57107529731.57,-1323499091065.51,251621482000.11,-2517.00,0.00,2,14,14,140,D,SL,2,2.2,2020,4,2020,3,08,31
2020-08-31,43166830,43166832,On-Budget Receipts,148959277010.17,2167263306858.72,2251560193600.25,2739254.00,2852257.00,2,3,3,30,D,SL,3,1.1.1,2020,4,2020,3,08,31
2020-08-31,43166868,43166879,By Other Means,-45764110052.26,311887353583.49,-23455355241.17,5500.00,-64838.00,2,15,15,150,D,SL,2,2.3,2020,4,2020,3,08,31
2020-07-31,42657086,42657089,On-Budget Receipts,491020663140.69,2018304029848.55,2094070216015.03,2739254.00,2852257.00,2,3,3,30,D,SL,3,1.1.1,2020,4,2020,3,07,31
2020-07-31,42657083,42657096,Total Outlays,626487389535.23,5630858928146.01,3727013811063.45,4789746.00,4829359.00,2,5,5,50,T,SL,2,1.2,2020,4,2020,3,07,31
2020-07-31,42657096,42657100,On-Budget Outlays,547234288081.77,4855074943286.86,2992637399734.10,3829949.00,3811118.00,2,6,6,60,D,SL,3,1.2.1,2020,4,2020,3,07,31
2020-07-31,42657096,42657102,Off-Budget Outlays,79253101453.46,775783984859.15,734376411329.35,959797.00,1018241.00,2,7,7,70,D,SL,3,1.2.2,2020,4,2020,3,07,31
2020-07-31,42657083,42657104,Total Surplus (+) or Deficit (-),-62991726394.54,-2807294547344.50,-866811335861.89,-1083419.00,-966066.00,2,8,8,80,T,SL,2,1.3,2020,4,2020,3,07,31
2020-07-31,42657104,42657108,On-Budget Surplus (+) or Deficit (-),-56213624941.08,-2836770913438.31,-898567183719.07,-1090695.00,-958861.00,2,9,9,90,D,SL,3,1.3.1,2020,4,2020,3,07,31
2020-07-31,42657104,42657111,Off-Budget Surplus (+) or Deficit (-),-6778101453.46,29476366093.81,31755847857.18,7276.00,-7205.00,2,10,10,100,D,SL,3,1.3.2,2020,4,2020,3,07,31
2020-07-31,42657083,42657114,Total On-Budget and Off-Budget Financing,62991726394.54,2807294547344.50,866811335861.89,1083419.00,966066.00,2,11,11,110,T,SL,2,1.4,2020,4,2020,3,07,31
2020-07-31,null,42657117,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2020,4,2020,3,07,31
2020-07-31,42657117,42657125,"Reduction of Operating Cash, Increase (-)",-41057947322.73,-1380606620797.08,208050630805.14,-2517.00,0.00,2,14,14,140,D,SL,2,2.2,2020,4,2020,3,07,31
2020-07-31,42657117,42657129,By Other Means,-2365059170.27,357651463635.75,205957646218.05,5500.00,-64838.00,2,15,15,150,D,SL,2,2.3,2020,4,2020,3,07,31
2020-07-31,null,42657083,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2020,4,2020,3,07,31
2020-07-31,42657083,42657086,Total Receipts,563495663140.69,2823564380801.51,2860202475201.56,3706327.00,3863293.00,2,2,2,20,T,SL,2,1.1,2020,4,2020,3,07,31
2020-07-31,42657086,42657093,Off-Budget Receipts,72475000000.00,805260350952.96,766132259186.53,967073.00,1011036.00,2,4,4,40,D,SL,3,1.1.2,2020,4,2020,3,07,31
2020-07-31,42657117,42657120,Borrowing from the Public,106414732887.54,3830249704505.83,452803058838.70,1080435.00,1030904.00,2,13,13,130,D,SL,2,2.1,2020,4,2020,3,07,31
2020-06-30,null,42248619,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2020,3,2020,2,06,30
2020-06-30,42248619,42248622,Total Receipts,240828668352.71,2260068717660.82,2608854688069.62,3706327.00,3863293.00,2,2,2,20,T,SL,2,1.1,2020,3,2020,2,06,30
2020-06-30,42248622,42248624,On-Budget Receipts,145640174411.28,1527283366707.86,1911551428883.09,2739254.00,2852257.00,2,3,3,30,D,SL,3,1.1.1,2020,3,2020,2,06,30
2020-06-30,42248622,42248627,Off-Budget Receipts,95188493941.43,732785350952.96,697303259186.53,967073.00,1011036.00,2,4,4,40,D,SL,3,1.1.2,2020,3,2020,2,06,30
2020-06-30,42248619,42248629,Total Outlays,1104902736844.42,5004371538610.78,3355970555042.69,4789746.00,4829359.00,2,5,5,50,T,SL,2,1.2,2020,3,2020,2,06,30
2020-06-30,42248629,42248632,On-Budget Outlays,1049283690519.70,4307840655205.09,2699176472432.78,3829949.00,3811118.00,2,6,6,60,D,SL,3,1.2.1,2020,3,2020,2,06,30
2020-06-30,42248629,42248634,Off-Budget Outlays,55619046324.72,696530883405.69,656794082609.91,959797.00,1018241.00,2,7,7,70,D,SL,3,1.2.2,2020,3,2020,2,06,30
2020-06-30,42248619,42248637,Total Surplus (+) or Deficit (-),-864074068491.71,-2744302820949.96,-747115866973.07,-1083419.00,-966066.00,2,8,8,80,T,SL,2,1.3,2020,3,2020,2,06,30
2020-06-30,42248637,42248640,On-Budget Surplus (+) or Deficit (-),-903643516108.42,-2780557288497.23,-787625043549.69,-1090695.00,-958861.00,2,9,9,90,D,SL,3,1.3.1,2020,3,2020,2,06,30
2020-06-30,42248637,42248643,Off-Budget Surplus (+) or Deficit (-),39569447616.71,36254467547.27,40509176576.62,7276.00,-7205.00,2,10,10,100,D,SL,3,1.3.2,2020,3,2020,2,06,30
2020-06-30,42248619,42248647,Total On-Budget and Off-Budget Financing,864074068491.71,2744302820949.96,747115866973.07,1083419.00,966066.00,2,11,11,110,T,SL,2,1.4,2020,3,2020,2,06,30
2020-06-30,null,42248650,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2020,3,2020,2,06,30
2020-06-30,42248650,42248653,Borrowing from the Public,716272172707.11,3723834971618.29,428381218630.74,1080435.00,1030904.00,2,13,13,130,D,SL,2,2.1,2020,3,2020,2,06,30
2020-06-30,42248650,42248656,"Reduction of Operating Cash, Increase (-)",-272902604594.83,-1339548673474.35,121003367621.94,-2517.00,0.00,2,14,14,140,D,SL,2,2.2,2020,3,2020,2,06,30
2020-06-30,42248650,42248659,By Other Means,420704500379.43,360016522806.02,197731280720.39,5500.00,-64838.00,2,15,15,150,D,SL,2,2.3,2020,3,2020,2,06,30
2020-05-31,41816842,41816843,Total Receipts,173860556938.57,2019240049308.11,2274902355555.86,3706327.00,3863293.00,2,2,2,20,T,SL,2,1.1,2020,3,2020,2,05,31
2020-05-31,null,41816842,Total On-Budget and Off-Budget Results:,null,null,null,null,null,2,1,1,10,S,SL,1,1,2020,3,2020,2,05,31
2020-05-31,41816843,41816845,On-Budget Receipts,96427556938.57,1381643192296.58,1669856507851.33,2739254.00,2852257.00,2,3,3,30,D,SL,3,1.1.1,2020,3,2020,2,05,31
2020-05-31,41816843,41816848,Off-Budget Receipts,77433000000.00,637596857011.53,605045847704.53,967073.00,1011036.00,2,4,4,40,D,SL,3,1.1.2,2020,3,2020,2,05,31
2020-05-31,41816842,41816851,Total Outlays,572681970598.25,3899536347636.36,3013540825642.92,4789746.00,4829359.00,2,5,5,50,T,SL,2,1.2,2020,3,2020,2,05,31
2020-05-31,41816851,41816854,On-Budget Outlays,481709865019.97,3258624510555.39,2407005557479.82,3829949.00,3811118.00,2,6,6,60,D,SL,3,1.2.1,2020,3,2020,2,05,31
2020-05-31,41816851,41816857,Off-Budget Outlays,90972105578.28,640911837080.97,606535268163.10,959797.00,1018241.00,2,7,7,70,D,SL,3,1.2.2,2020,3,2020,2,05,31
2020-05-31,41816842,41816860,Total Surplus (+) or Deficit (-),-398821413659.68,-1880296298328.25,-738638470087.06,-1083419.00,-966066.00,2,8,8,80,T,SL,2,1.3,2020,3,2020,2,05,31
2020-05-31,41816860,41816863,On-Budget Surplus (+) or Deficit (-),-385282308081.40,-1876981318258.81,-737149049628.49,-1090695.00,-958861.00,2,9,9,90,D,SL,3,1.3.1,2020,3,2020,2,05,31
2020-05-31,41816860,41816866,Off-Budget Surplus (+) or Deficit (-),-13539105578.28,-3314980069.44,-1489420458.57,7276.00,-7205.00,2,10,10,100,D,SL,3,1.3.2,2020,3,2020,2,05,31
2020-05-31,41816842,41816869,Total On-Budget and Off-Budget Financing,398821413659.68,1880296298328.25,738638470087.06,1083419.00,966066.00,2,11,11,110,T,SL,2,1.4,2020,3,2020,2,05,31
2020-05-31,null,41816872,Means of Financing:,null,null,null,null,null,2,12,12,120,S,SL,1,2,2020,3,2020,2,05,31
2020-05-31,41816872,41816875,Borrowing from the Public,759987728236.04,3007562798911.18,440717370383.58,1080435.00,1030904.00,2,13,13,130,D,SL,2,2.1,2020,3,2020,2,05,31
