Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipts Amount,Current Month Outlays Amount,Current Month Excess Amount,Fiscal Year to Date Receipts Amount,Fiscal Year to Date Outlays Amount,Fiscal Year to Date Excess Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-05-31,null,37198336,Net Budget Receipts & Outlays,232064498023.77,439832889370.43,-207768391346.66,2274902355555.86,3013541082514.22,-738638726958.36,null,null,null,8,24,24,280,T,SL,1,3,2019,3,2019,2,05,31
2019-05-31,null,37198313,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2019,3,2019,2,05,31
2019-05-31,37198313,37198314,Airport and Airway,1568616132.67,1225983291.23,342632841.44,10571468724.38,9888563060.84,682905663.54,14212218000.00,15406647000.00,15620263000.00,8,2,2,20,D,PG,2,1.1,2019,3,2019,2,05,31
2019-05-31,37198313,37198315,Black Lung Disability,10622931.17,19409505.24,-8786574.07,159304579.58,143533478.34,15771101.24,null,null,null,8,3,3,30,D,PG,2,1.2,2019,3,2019,2,05,31
2019-05-31,37198313,37198316,Federal Disability Insurance,11001363622.79,12478069618.79,-1476705996.00,103178473774.19,98424795612.97,4753678161.22,93400504000.00,99654834000.00,98157637000.00,8,4,4,50,D,PG,2,1.3,2019,3,2019,2,05,31
2019-05-31,37198313,37198322,Hazardous Substance Superfund,70076760.61,93491397.38,-23414636.77,1311296796.37,854238693.51,457058102.86,4917542022.03,5384895383.30,5369941635.99,8,10,10,105,D,PG,2,1.9,2019,3,2019,2,05,31
2019-05-31,37198313,37198323,Highways,3313556609.25,4633250832.47,-1319694223.22,26933690444.59,31684042812.66,-4750352368.07,41211650883.87,38417889432.44,37046995344.84,8,11,11,110,D,PG,2,1.10,2019,3,2019,2,05,31
2019-05-31,37198313,37198327,Unemployment,11687910637.19,2403700368.17,9284210269.02,34203341713.92,22153312338.09,12050029375.83,72575700000.00,69310725000.00,84580133000.00,8,15,15,150,D,PG,2,1.14,2019,3,2019,2,05,31
2019-05-31,37198313,37198328,Veterans Life Insurance,3024260.87,81937533.98,-78913273.11,78362044.13,570395936.30,-492033892.17,4503346000.00,4085105000.00,4008482000.00,8,16,16,160,D,PG,2,1.15,2019,3,2019,2,05,31
2019-05-31,37198313,37198329,All Other Trust,574697561.56,392636125.12,182061436.44,6711679539.05,3326195298.87,3385484240.18,35949978274.70,39938267154.71,39980787257.29,8,17,17,170,D,PG,2,1.16,2019,3,2019,2,05,31
2019-05-31,37198313,37198330,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,161385302825.68,225709097184.36,-64323794358.68,1472263079782.11,1439169774549.99,33093305232.12,5132462442182.30,5210067511517.65,5153479134140.23,8,18,18,190,T,SLU,2,1.17,2019,3,2019,2,05,31
2019-05-31,37198313,37198331,Less: Interfund Transactions,49031845077.74,49031845077.74,null,603226160496.02,603226160496.02,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2019,3,2019,2,05,31
2019-05-31,37198313,37198332,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,112353457747.94,176677252106.62,-64323794358.68,869036919286.09,835943614053.97,33093305232.12,null,null,null,8,20,20,220,D,SL,2,1.19,2019,3,2019,2,05,31
2019-05-31,null,37198333,Total Federal Fund Receipts and Outlays,119782128629.21,263226725617.19,-143444596987.98,1406423244405.87,2178155276596.35,-771732032190.48,null,null,null,8,21,21,230,T,SL,1,2,2019,3,2019,2,05,31
2019-05-31,37198313,37198324,Military Advances,-4404471177.27,2448295632.30,-6852766809.57,21196281880.06,22292984953.24,-1096703073.18,null,null,null,8,12,12,120,D,PG,2,1.11,2019,3,2019,2,05,31
2019-05-31,37198313,37198325,Military Retirement,6467814362.84,9757479806.78,-3289665443.94,125340968572.30,44991222753.50,80349745818.80,743421018095.82,827874573438.03,824244089862.52,8,13,13,125,D,PG,2,1.12,2019,3,2019,2,05,31
2019-05-31,37198313,37198326,Railroad Retirement,1228652607.83,1274677164.78,-46024556.95,6341332219.13,10050236000.05,-3708903780.92,2618803000.00,2710719000.00,2692086000.00,8,14,14,130,D,PG,2,1.13,2019,3,2019,2,05,31
2019-04-30,null,36783338,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2019,3,2019,2,04,30
2019-04-30,36783338,36783339,Airport and Airway,1407585706.06,1384890932.32,22694773.74,9002852591.71,8662579769.61,340272822.10,14212218000.00,15220063000.00,15406647000.00,8,2,2,20,D,PG,2,1.1,2019,3,2019,2,04,30
2019-04-30,36783338,36783340,Black Lung Disability,15816683.84,16486244.15,-669560.31,148681648.41,124123973.10,24557675.31,null,null,null,8,3,3,30,D,PG,2,1.2,2019,3,2019,2,04,30
2019-04-30,36783338,36783349,Military Advances,2787436291.94,3060542283.30,-273105991.36,25600753057.33,19844689320.94,5756063736.39,null,null,null,8,12,12,120,D,PG,2,1.11,2019,3,2019,2,04,30
2019-04-30,36783338,36783350,Military Retirement,7652341030.93,5091892940.42,2560448090.51,118873154209.46,35233742946.72,83639411262.74,743421018095.82,825309410726.55,827874573438.03,8,13,13,125,D,PG,2,1.12,2019,3,2019,2,04,30
2019-04-30,null,36783358,Total Federal Fund Receipts and Outlays,394735945255.42,272737709472.82,121998235782.60,1286641115776.66,1914928195068.48,-628287079291.82,null,null,null,8,21,21,230,T,SL,1,2,2019,3,2019,2,04,30
2019-04-30,36783358,36783360,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,394665205793.02,272666970010.42,121998235782.60,1286154395993.94,1914441475285.76,-628287079291.82,null,null,null,8,23,23,260,D,SL,2,2.2,2019,3,2019,2,04,30
2019-04-30,36783358,36783359,Less: Interfund Transactions,70739462.40,70739462.40,null,486719782.72,486719782.72,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2019,3,2019,2,04,30
2019-04-30,null,36783361,Net Budget Receipts & Outlays,535544530375.59,375240021465.73,160304508909.86,2042837857532.09,2573707841574.08,-530869984041.99,null,null,null,8,24,24,280,T,SL,1,3,2019,3,2019,2,04,30
2019-04-30,36783338,36783351,Railroad Retirement,991846961.79,1257977926.61,-266130964.82,5112679611.30,8775558835.27,-3662879223.97,2618803000.00,2498905000.00,2710719000.00,8,14,14,130,D,PG,2,1.13,2019,3,2019,2,04,30
2019-04-30,36783338,36783352,Unemployment,9857251960.55,2853970216.79,7003281743.76,22515431076.73,19749611969.92,2765819106.81,72575700000.00,68356966000.00,69310725000.00,8,15,15,150,D,PG,2,1.14,2019,3,2019,2,04,30
2019-04-30,36783338,36783353,Veterans Life Insurance,3734075.60,79399224.54,-75665148.94,75337783.26,488458402.32,-413120619.06,4503346000.00,4164224000.00,4085105000.00,8,16,16,160,D,PG,2,1.15,2019,3,2019,2,04,30
2019-04-30,36783338,36783341,Federal Disability Insurance,15253722692.49,12454907688.40,2798815004.09,92177110151.40,85946725994.18,6230384157.22,93400504000.00,96855897000.00,99654834000.00,8,4,4,50,D,PG,2,1.3,2019,3,2019,2,04,30
2019-04-30,36783338,36783342,Federal Employees Life and Health,null,273000299.19,-273000299.19,null,-808086875.79,808086875.79,73985860290.10,75554377969.53,75280950818.52,8,5,5,60,D,PG,2,1.4,2019,3,2019,2,04,30
2019-04-30,36783338,36783343,Federal Employees Retirement,2869577288.46,7755474813.57,-4885897525.11,34439872082.81,52327047542.04,-17887175459.23,943409261615.78,906073366891.25,906115919290.65,8,6,6,70,D,PG,2,1.5,2019,3,2019,2,04,30
2019-04-30,36783338,36783344,Federal Hospital Insurance,40177283641.74,27612503038.85,12564780602.89,190850678836.50,186529768325.98,4320910510.52,202805100000.00,195317351000.00,208041118000.00,8,7,7,80,D,PG,2,1.6,2019,3,2019,2,04,30
2019-04-30,36783338,36783345,Federal Old-Age and Survivors Insurance,91324857320.32,75027832765.80,16297024554.52,517831840027.33,513558355499.16,4273484528.17,2801253964000.00,2789289316000.00,2805585668000.00,8,8,8,90,D,PG,2,1.7,2019,3,2019,2,04,30
2019-04-30,36783338,36783346,Federal Supplementary Medical Insurance,40010502939.41,38044675285.55,1965827653.86,263251050031.60,252283003212.11,10968046819.49,98197496000.00,110132702000.00,112260200000.00,8,9,9,100,D,PG,2,1.8,2019,3,2019,2,04,30
2019-04-30,36783338,36783347,Hazardous Substance Superfund,13786948.85,102320596.13,-88533647.28,1241220035.76,760751637.10,480468398.66,4917542022.03,5449230726.17,5384895383.30,8,10,10,105,D,PG,2,1.9,2019,3,2019,2,04,30
2019-04-30,36783338,36783348,Highways,3581824682.20,3340177556.19,241647126.01,23620133835.34,27050791980.19,-3430658144.85,41211650883.87,37778044747.00,38417889432.44,8,11,11,110,D,PG,2,1.10,2019,3,2019,2,04,30
2019-04-30,36783338,36783354,All Other Trust,1436197253.64,721440538.75,714756714.89,6136981977.49,2933559173.75,3203422803.74,35949978274.70,38909008288.84,39938267154.71,8,17,17,170,D,PG,2,1.16,2019,3,2019,2,04,30
2019-04-30,36783338,36783355,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,217383765477.82,179077492350.56,38306273127.26,1310877776956.43,1213460681706.60,97417095249.83,5132462442182.30,5170908863349.34,5210067511517.65,8,18,18,190,T,SLU,2,1.17,2019,3,2019,2,04,30
2019-04-30,36783338,36783356,Less: Interfund Transactions,76504440895.25,76504440895.25,null,554194315418.28,554194315418.28,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2019,3,2019,2,04,30
2019-04-30,36783338,36783357,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,140879324582.57,102573051455.31,38306273127.26,756683461538.15,659266366288.32,97417095249.83,null,null,null,8,20,20,220,D,SL,2,1.19,2019,3,2019,2,04,30
2019-03-31,36340621,36340623,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,121030515127.45,253459190494.13,-132428675366.68,891489190200.92,1641774245599.69,-750285055398.77,null,null,null,8,23,23,260,D,SL,2,2.2,2019,2,2019,1,03,31
2019-03-31,null,36340624,Net Budget Receipts & Outlays,228811230488.96,375755996142.85,-146944765653.89,1507293327156.50,2198467560432.70,-691174233276.20,null,null,null,8,24,24,280,T,SL,1,3,2019,2,2019,1,03,31
2019-03-31,36340601,36340607,Federal Hospital Insurance,24269406567.44,28442176218.17,-4172769650.73,150673395194.76,158917265287.13,-8243870092.37,202805100000.00,199610505000.00,195317351000.00,8,7,7,80,D,PG,2,1.6,2019,2,2019,1,03,31
2019-03-31,36340601,36340608,Federal Old-Age and Survivors Insurance,69221043974.92,74789059605.93,-5568015631.01,426506982707.01,438530522733.36,-12023540026.35,2801253964000.00,2794748196000.00,2789289316000.00,8,8,8,90,D,PG,2,1.7,2019,2,2019,1,03,31
2019-03-31,36340601,36340609,Federal Supplementary Medical Insurance,36540954366.96,36727373782.58,-186419415.62,223240547092.19,214238327926.56,9002219165.63,98197496000.00,110772566000.00,110132702000.00,8,9,9,100,D,PG,2,1.8,2019,2,2019,1,03,31
2019-03-31,36340601,36340610,Hazardous Substance Superfund,613334189.39,124109494.60,489224694.79,1227433086.91,658431040.97,569002045.94,4917542022.03,5116414728.32,5449230726.17,8,10,10,105,D,PG,2,1.9,2019,2,2019,1,03,31
2019-03-31,36340601,36340611,Highways,3962646004.81,3246739960.95,715906043.86,20038309153.14,23710614424.00,-3672305270.86,41211650883.87,37735659224.10,37778044747.00,8,11,11,110,D,PG,2,1.10,2019,2,2019,1,03,31
2019-03-31,36340601,36340612,Military Advances,5819938128.82,3177068176.13,2642869952.69,22813316765.39,16784147037.64,6029169727.75,null,null,null,8,12,12,120,D,PG,2,1.11,2019,2,2019,1,03,31
2019-03-31,36340601,36340606,Federal Employees Retirement,3221251312.32,7481643371.66,-4260392059.34,31570294794.35,44571572728.47,-13001277934.12,943409261615.78,934665720147.48,906073366891.25,8,6,6,70,D,PG,2,1.5,2019,2,2019,1,03,31
2019-03-31,36340601,36340613,Military Retirement,2982761408.75,5095011160.04,-2112249751.29,111220813178.53,30141850006.30,81078963172.23,743421018095.82,827422385798.92,825309410726.55,8,13,13,125,D,PG,2,1.12,2019,2,2019,1,03,31
2019-03-31,36340601,36340614,Railroad Retirement,1103556948.93,1279704008.12,-176147059.19,4120832649.51,7517580908.66,-3396748259.15,2618803000.00,2556585000.00,2498905000.00,8,14,14,130,D,PG,2,1.13,2019,2,2019,1,03,31
2019-03-31,36340601,36340615,Unemployment,308118735.44,2913567396.34,-2605448660.90,12658179116.18,16895641753.13,-4237462636.95,72575700000.00,70989256000.00,68356966000.00,8,15,15,150,D,PG,2,1.14,2019,2,2019,1,03,31
2019-03-31,36340601,36340616,Veterans Life Insurance,-2042513.77,79612916.36,-81655430.13,71603707.66,409059177.78,-337455470.12,4503346000.00,4243806000.00,4164224000.00,8,16,16,160,D,PG,2,1.15,2019,2,2019,1,03,31
2019-03-31,36340601,36340617,All Other Trust,464938665.01,-394468240.29,859406905.30,4655784723.85,2167118635.00,2488666088.85,35949978274.70,38133851535.33,38909008288.84,8,17,17,170,D,PG,2,1.16,2019,2,2019,1,03,31
2019-03-31,36340601,36340618,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,162036942154.48,176553032441.69,-14516090287.21,1093449011478.61,1034338189356.04,59110822122.57,5132462442182.30,5213886206171.62,5170908863349.34,8,18,18,190,T,SLU,2,1.17,2019,2,2019,1,03,31
2019-03-31,36340601,36340619,Less: Interfund Transactions,54256226792.97,54256226792.97,null,477644874523.03,477644874523.03,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2019,2,2019,1,03,31
2019-03-31,36340601,36340620,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,107780715361.51,122296805648.72,-14516090287.21,615804136955.58,556693314833.01,59110822122.57,null,null,null,8,20,20,220,D,SL,2,1.19,2019,2,2019,1,03,31
2019-03-31,null,36340621,Total Federal Fund Receipts and Outlays,121096422365.10,253525097731.78,-132428675366.68,891905170521.24,1642190225920.01,-750285055398.77,null,null,null,8,21,21,230,T,SL,1,2,2019,2,2019,1,03,31
2019-03-31,36340621,36340622,Less: Interfund Transactions,65907237.65,65907237.65,null,415980320.32,415980320.32,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2019,2,2019,1,03,31
2019-03-31,36340601,36340602,Airport and Airway,1668201624.42,1294013891.28,374187733.14,7595266885.65,7277688837.29,317578048.36,14212218000.00,15218861000.00,15220063000.00,8,2,2,20,D,PG,2,1.1,2019,2,2019,1,03,31
2019-03-31,36340601,36340603,Black Lung Disability,6235925.40,17470035.41,-11234110.01,132864964.57,107637728.95,25227235.62,null,null,null,8,3,3,30,D,PG,2,1.2,2019,2,2019,1,03,31
2019-03-31,36340601,36340604,Federal Disability Insurance,11856596815.64,12627744943.95,-771148128.31,76923387458.91,73491818305.78,3431569153.13,93400504000.00,97493641000.00,96855897000.00,8,4,4,50,D,PG,2,1.3,2019,2,2019,1,03,31
2019-03-31,36340601,36340605,Federal Employees Life and Health,null,-347794279.54,347794279.54,null,-1081087174.98,1081087174.98,73985860290.10,75178758737.47,75554377969.53,8,5,5,60,D,PG,2,1.4,2019,2,2019,1,03,31
2019-03-31,null,36340601,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2019,2,2019,1,03,31
2019-02-28,36114422,36114434,Military Retirement,3209161742.05,5095353976.61,-1886192234.56,108238051769.78,25046838846.26,83191212923.52,743421018095.82,829128327195.72,827422385798.92,8,13,13,125,D,PG,2,1.12,2019,2,2019,1,02,28
2019-02-28,36114422,36114435,Railroad Retirement,2118816390.95,1275634376.21,843182014.74,3017275700.58,6237876900.54,-3220601199.96,2618803000.00,2552522000.00,2556585000.00,8,14,14,130,D,PG,2,1.13,2019,2,2019,1,02,28
2019-02-28,36114422,36114436,Unemployment,2502631837.50,3027595736.25,-524963898.75,12350060380.74,13982074356.79,-1632013976.05,72575700000.00,70038385000.00,70989256000.00,8,15,15,150,D,PG,2,1.14,2019,2,2019,1,02,28
2019-02-28,36114422,36114437,Veterans Life Insurance,3402787.63,70231584.21,-66828796.58,73646221.43,329446261.42,-255800039.99,4503346000.00,4312287000.00,4243806000.00,8,16,16,160,D,PG,2,1.15,2019,2,2019,1,02,28
2019-02-28,36114422,36114438,All Other Trust,1684590712.11,404534920.62,1280055791.49,4190846058.84,2561586875.29,1629259183.55,35949978274.70,36935587000.35,38133851535.33,8,17,17,170,D,PG,2,1.16,2019,2,2019,1,02,28
2019-02-28,36114422,36114439,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,152849217087.24,172748166135.21,-19898949047.97,931412069324.13,857785157586.98,73626911737.15,5132462442182.30,5231750142963.28,5213886206171.62,8,18,18,190,T,SLU,2,1.17,2019,2,2019,1,02,28
2019-02-28,36114442,36114443,Less: Interfund Transactions,65907602.67,65907602.67,null,350073082.67,350073082.67,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2019,2,2019,1,02,28
2019-02-28,36114442,36114444,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,66665527702.96,280743827481.79,-214078299778.83,770458673925.47,1388315026619.54,-617856352694.07,null,null,null,8,23,23,260,D,SL,2,2.2,2019,2,2019,1,02,28
2019-02-28,null,36114445,Net Budget Receipts & Outlays,167265468178.81,401242717005.61,-233977248826.80,1278482095519.54,1822711536476.46,-544229440956.92,null,null,null,8,24,24,280,T,SL,1,3,2019,2,2019,1,02,28
2019-02-28,36114422,36114441,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,100599940475.85,120498889523.82,-19898949047.97,508023421594.07,434396509856.92,73626911737.15,null,null,null,8,20,20,220,D,SL,2,1.19,2019,2,2019,1,02,28
2019-02-28,null,36114442,Total Federal Fund Receipts and Outlays,66731435305.63,280809735084.46,-214078299778.83,770808747008.14,1388665099702.21,-617856352694.07,null,null,null,8,21,21,230,T,SL,1,2,2019,2,2019,1,02,28
2019-02-28,36114422,36114440,Less: Interfund Transactions,52249276611.39,52249276611.39,null,423388647730.06,423388647730.06,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2019,2,2019,1,02,28
2019-02-28,36114422,36114427,Federal Employees Retirement,3335526271.13,7439819738.51,-4104293467.38,28349043482.03,37089929356.81,-8740885874.78,943409261615.78,938767496418.99,934665720147.48,8,6,6,70,D,PG,2,1.5,2019,2,2019,1,02,28
2019-02-28,36114422,36114428,Federal Hospital Insurance,20614988082.00,26524533834.36,-5909545752.36,126403988627.32,130475089068.96,-4071100441.64,202805100000.00,205557049000.00,199610505000.00,8,7,7,80,D,PG,2,1.6,2019,2,2019,1,02,28
2019-02-28,36114422,36114429,Federal Old-Age and Survivors Insurance,62610486649.27,74405952469.99,-11795465820.72,357285938732.09,363741463127.43,-6455524395.34,2801253964000.00,2806514873000.00,2794748196000.00,8,8,8,90,D,PG,2,1.7,2019,2,2019,1,02,28
2019-02-28,36114422,36114430,Federal Supplementary Medical Insurance,38408793055.08,35445901762.97,2962891292.11,186699592725.23,177510954143.98,9188638581.25,98197496000.00,107462820000.00,110772566000.00,8,9,9,100,D,PG,2,1.8,2019,2,2019,1,02,28
2019-02-28,36114422,36114431,Hazardous Substance Superfund,314940344.25,197288221.53,117652122.72,614098897.52,534321546.37,79777351.15,4917542022.03,4785509176.67,5116414728.32,8,10,10,105,D,PG,2,1.9,2019,2,2019,1,02,28
2019-02-28,36114422,36114432,Highways,3648499324.68,3685501683.75,-37002359.07,16075663148.33,20463875135.68,-4388211987.35,41211650883.87,37807121234.32,37735659224.10,8,11,11,110,D,PG,2,1.10,2019,2,2019,1,02,28
2019-02-28,null,36114422,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2019,2,2019,1,02,28
2019-02-28,36114422,36114423,Airport and Airway,1421494461.22,1131508507.41,289985953.81,5927065261.23,5983674946.01,-56609684.78,14212218000.00,14817389000.00,15218861000.00,8,2,2,20,D,PG,2,1.1,2019,2,2019,1,02,28
2019-02-28,36114422,36114424,Black Lung Disability,17319463.30,16040643.41,1278819.89,126629039.17,90167693.54,36461345.63,null,null,null,8,3,3,30,D,PG,2,1.2,2019,2,2019,1,02,28
2019-02-28,36114422,36114425,Federal Disability Insurance,10833599966.24,12346641203.62,-1513041237.38,65066790643.27,60864073361.83,4202717281.44,93400504000.00,99034994000.00,97493641000.00,8,4,4,50,D,PG,2,1.3,2019,2,2019,1,02,28
2019-02-28,36114422,36114426,Federal Employees Life and Health,null,-724037507.03,724037507.03,null,-733292895.44,733292895.44,73985860290.10,74035782937.23,75178758737.47,8,5,5,60,D,PG,2,1.4,2019,2,2019,1,02,28
2019-02-28,36114422,36114433,Military Advances,2124965999.83,2405664982.79,-280698982.96,16993378636.57,13607078861.51,3386299775.06,null,null,null,8,12,12,120,D,PG,2,1.11,2019,2,2019,1,02,28
2019-01-31,null,35923228,Total Federal Fund Receipts and Outlays,219813781835.72,223261250588.28,-3447468752.56,704077440062.34,1107853525311.92,-403776085249.58,null,null,null,8,21,21,230,T,SL,1,2,2019,2,2019,1,01,31
2019-01-31,35923228,35923229,Less: Interfund Transactions,65110455.66,65110455.66,null,284165480.00,284165480.00,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2019,2,2019,1,01,31
2019-01-31,35923228,35923230,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,219748671380.06,223196140132.62,-3447468752.56,703793274582.34,1107569359831.92,-403776085249.58,null,null,null,8,23,23,260,D,SL,2,2.2,2019,2,2019,1,01,31
2019-01-31,null,35923231,Net Budget Receipts & Outlays,339980048642.38,331297182031.40,8682866610.98,1111216742353.82,1421466974059.26,-310250231705.44,null,null,null,8,24,24,280,T,SL,1,3,2019,2,2019,1,01,31
2019-01-31,35923208,35923226,Less: Interfund Transactions,62262479298.14,62262479298.14,null,371139371118.67,371139371118.67,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2019,2,2019,1,01,31
2019-01-31,35923208,35923221,Railroad Retirement,-34164574.53,1383702140.23,-1417866714.76,898459309.63,4962242524.33,-4063783214.70,2618803000.00,2313523000.00,2552522000.00,8,14,14,130,D,PG,2,1.13,2019,2,2019,1,01,31
2019-01-31,35923208,35923222,Unemployment,3042683458.79,3652581804.98,-609898346.19,9847428543.24,10954478620.54,-1107050077.30,72575700000.00,72164326000.00,70038385000.00,8,15,15,150,D,PG,2,1.14,2019,2,2019,1,01,31
2019-01-31,35923208,35923223,Veterans Life Insurance,9936588.99,77650153.47,-67713564.48,70243433.80,259214677.21,-188971243.41,4503346000.00,4380101000.00,4312287000.00,8,16,16,160,D,PG,2,1.15,2019,2,2019,1,01,31
2019-01-31,35923208,35923224,All Other Trust,713998607.97,633753294.63,80245313.34,2506255346.73,2157051954.67,349203392.06,35949978274.70,36986795933.08,36935587000.35,8,17,17,170,D,PG,2,1.16,2019,2,2019,1,01,31
2019-01-31,35923208,35923225,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,182493856560.46,170363521196.92,12130335363.54,778562838890.15,685036985346.01,93525853544.14,5132462442182.30,5219212760531.45,5231750142963.28,8,18,18,190,T,SLU,2,1.17,2019,2,2019,1,01,31
2019-01-31,35923208,35923227,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,120231377262.32,108101041898.78,12130335363.54,407423467771.48,313897614227.34,93525853544.14,null,null,null,8,20,20,220,D,SL,2,1.19,2019,2,2019,1,01,31
2019-01-31,null,35923208,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2019,2,2019,1,01,31
2019-01-31,35923208,35923209,Airport and Airway,1211944089.92,1251980383.08,-40036293.16,4505570800.01,4852166438.60,-346595638.59,14212218000.00,15117445000.00,14817389000.00,8,2,2,20,D,PG,2,1.1,2019,2,2019,1,01,31
2019-01-31,35923208,35923210,Black Lung Disability,29985328.12,20767873.20,9217454.92,109309575.87,74127050.13,35182525.74,null,null,null,8,3,3,30,D,PG,2,1.2,2019,2,2019,1,01,31
2019-01-31,35923208,35923211,Federal Disability Insurance,14166244456.09,12366313872.03,1799930584.06,54233190677.03,48517432158.21,5715758518.82,93400504000.00,97200992000.00,99034994000.00,8,4,4,50,D,PG,2,1.3,2019,2,2019,1,01,31
2019-01-31,35923208,35923212,Federal Employees Life and Health,null,383521609.73,-383521609.73,null,-9255388.41,9255388.41,73985860290.10,74418249922.78,74035782937.23,8,5,5,60,D,PG,2,1.4,2019,2,2019,1,01,31
2019-01-31,35923208,35923213,Federal Employees Retirement,2177845230.21,7727623438.51,-5549778208.30,25013503864.16,29650103366.59,-4636599502.43,943409261615.78,944276651421.74,938767496418.99,8,6,6,70,D,PG,2,1.5,2019,2,2019,1,01,31
2019-01-31,35923208,35923214,Federal Hospital Insurance,31413594144.11,26714633315.08,4698960829.03,105789000545.32,103950555234.60,1838445310.72,202805100000.00,200115871000.00,205557049000.00,8,7,7,80,D,PG,2,1.6,2019,2,2019,1,01,31
2019-01-31,35923208,35923215,Federal Old-Age and Survivors Insurance,82672925603.25,74118478869.86,8554446733.39,294675452082.82,289335510803.39,5339941279.43,2801253964000.00,2797973953000.00,2806514873000.00,8,8,8,90,D,PG,2,1.7,2019,2,2019,1,01,31
2019-01-31,35923208,35923216,Federal Supplementary Medical Insurance,38939690579.50,35511291991.75,3428398587.75,148290799670.15,142065052381.01,6225747289.14,98197496000.00,104158595000.00,107462820000.00,8,9,9,100,D,PG,2,1.8,2019,2,2019,1,01,31
2019-01-31,35923208,35923217,Hazardous Substance Superfund,15375998.00,34666951.08,-19290953.08,299158553.27,337033324.84,-37874771.57,4917542022.03,4821918901.20,4785509176.67,8,10,10,105,D,PG,2,1.9,2019,2,2019,1,01,31
2019-01-31,35923208,35923218,Highways,3399203613.05,3454118454.87,-54914841.82,12427163823.65,16778373451.93,-4351209628.28,41211650883.87,37648637018.65,37807121234.32,8,11,11,110,D,PG,2,1.10,2019,2,2019,1,01,31
2019-01-31,35923208,35923219,Military Advances,2932115458.63,2605805279.89,326310178.74,14868412636.74,11201413878.72,3666998758.02,null,null,null,8,12,12,120,D,PG,2,1.11,2019,2,2019,1,01,31
2019-01-31,35923208,35923220,Military Retirement,1802477978.36,426631764.53,1375846213.83,105028890027.73,19951484869.65,85077405158.08,743421018095.82,827635701334.00,829128327195.72,8,13,13,125,D,PG,2,1.12,2019,2,2019,1,01,31
2018-12-31,null,35728909,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2019,1,2018,4,12,31
2018-12-31,35728909,35728927,Less: Interfund Transactions,111584550105.77,111584550105.77,null,308876891820.53,308876891820.53,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2019,1,2018,4,12,31
2018-12-31,null,35728932,Net Budget Receipts & Outlays,312584038258.33,326123396887.38,-13539358629.05,771236693711.44,1090169792027.86,-318933098316.42,null,null,null,8,24,24,280,T,SL,1,3,2019,1,2018,4,12,31
2018-12-31,35728909,35728910,Airport and Airway,1473427342.59,1336647520.27,136779822.32,3293626710.09,3600186055.52,-306559345.43,14212218000.00,15036018000.00,15117445000.00,8,2,2,20,D,PG,2,1.1,2019,1,2018,4,12,31
2018-12-31,35728909,35728921,Military Retirement,3729380285.31,5066113767.64,-1336733482.33,103226412049.37,19524853105.12,83701558944.25,743421018095.82,828982417134.28,827635701334.00,8,13,13,125,D,PG,2,1.12,2019,1,2018,4,12,31
